,Itemset,Itemset Support,Rule Antecedent,Rule Confidence,Rule Consequent,Rule Lift,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1
205,"frozenset({'16', '18', 'Jennifer Ostrega', 'COM PRES', '0'})",0.005438813349814586,"frozenset({'Jennifer Ostrega', '16', '18', '0'})",0.8461538461538461,frozenset({'COM PRES'}),56.10970996216898,147.0,504.0,,,,,,,,,,,,,,,,,
206,"frozenset({'Jennifer Ostrega', '16', '0', 'COM PRES'})",0.005438813349814586,"frozenset({'Jennifer Ostrega', '16', '0'})",0.5365853658536586,frozenset({'COM PRES'}),35.58176729308277,148.0,474.0,,,,,,,,,,,,,,,,,
207,"frozenset({'Jennifer Ostrega', '0', 'COM PRES'})",0.009641532756489494,"frozenset({'Jennifer Ostrega', '0'})",0.609375,frozenset({'COM PRES'}),40.408555327868854,149.0,111.0,96.0,92.0,78.0,37.0,24.0,23.0,19.0,53.0,,,,,,,,,
208,"frozenset({'COM PRES', 'Jennifer Ostrega', '0', 'EAP'})",0.0096248766041461,"frozenset({'Jennifer Ostrega', '0', 'EAP'})",0.6,frozenset({'COM PRES'}),39.85573770491804,150.0,112.0,97.0,93.0,79.0,38.0,162.0,,,,,,,,,,,,
209,"frozenset({'Jennifer Ostrega', '0', 'COM PRES', '18'})",0.009641532756489494,"frozenset({'Jennifer Ostrega', '0', '18'})",0.8666666666666667,frozenset({'COM PRES'}),57.46994535519126,151.0,113.0,98.0,94.0,80.0,39.0,25.0,24.0,20.0,60.0,,,,,,,,,
210,"frozenset({'ARTS 137', 'James Bazewicz'})",0.007365578197888535,frozenset({'James Bazewicz'}),0.6976744186046511,frozenset({'ARTS 137'}),41.18301314459049,152.0,114.0,99.0,95.0,81.0,258.0,,,,,,,,,,,,,
211,"frozenset({'General Physics Laboratory I', 'HSC S208'})",0.005911330049261084,frozenset({'General Physics Laboratory I'}),1.0,frozenset({'HSC S208'}),109.72972972972971,153.0,115.0,418.0,,,,,,,,,,,,,,,,
212,"frozenset({'Pre-reqs: PHYS 150 (MAY BE TAKEN CONCURRENTLY) OR PHYS 111 (MAY BE TAKEN CONCURRENTLY) \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'General Physics Laboratory I', 'HSC S208'})",0.005911330049261084,"frozenset({'General Physics Laboratory I', 'Pre-reqs: PHYS 150 (MAY BE TAKEN CONCURRENTLY) OR PHYS 111 (MAY BE TAKEN CONCURRENTLY) \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:'})",1.0,frozenset({'HSC S208'}),109.72972972972971,154.0,116.0,449.0,,,,,,,,,,,,,,,,
213,"frozenset({'General Physics Laboratory I', 'PHYS', '0', 'HSC S208'})",0.005911330049261084,"frozenset({'General Physics Laboratory I', 'PHYS', '0'})",1.0,frozenset({'HSC S208'}),109.72972972972971,155.0,117.0,432.0,,,,,,,,,,,,,,,,
214,"frozenset({'HSC S208', 'PHYS', 'Pre-reqs: PHYS 150 (MAY BE TAKEN CONCURRENTLY) OR PHYS 111 (MAY BE TAKEN CONCURRENTLY) \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'General Physics Laboratory I', '0'})",0.005911330049261084,"frozenset({'General Physics Laboratory I', 'PHYS', '0', 'Pre-reqs: PHYS 150 (MAY BE TAKEN CONCURRENTLY) OR PHYS 111 (MAY BE TAKEN CONCURRENTLY) \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:'})",1.0,frozenset({'HSC S208'}),109.72972972972971,156.0,118.0,439.0,,,,,,,,,,,,,,,,
215,"frozenset({'General Physics Laboratory I', '0', 'HSC S208'})",0.005911330049261084,"frozenset({'General Physics Laboratory I', '0'})",1.0,frozenset({'HSC S208'}),109.72972972972971,157.0,119.0,411.0,,,,,,,,,,,,,,,,
216,"frozenset({'General Physics Laboratory I', 'Pre-reqs: PHYS 150 (MAY BE TAKEN CONCURRENTLY) OR PHYS 111 (MAY BE TAKEN CONCURRENTLY) \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', '0', 'HSC S208'})",0.005911330049261084,"frozenset({'General Physics Laboratory I', '0', 'Pre-reqs: PHYS 150 (MAY BE TAKEN CONCURRENTLY) OR PHYS 111 (MAY BE TAKEN CONCURRENTLY) \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:'})",1.0,frozenset({'HSC S208'}),109.72972972972971,158.0,120.0,433.0,,,,,,,,,,,,,,,,
217,"frozenset({'BC 117', 'ECON'})",0.012577065351418,frozenset({'ECON'}),0.3669064748201439,frozenset({'BC 117'}),11.998433511255513,159.0,121.0,100.0,96.0,82.0,40.0,26.0,25.0,21.0,10.0,10.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,31.0
218,"frozenset({'ECON', 'BC 117', '25'})",0.0061652281134401965,"frozenset({'ECON', '25'})",0.43859649122807015,frozenset({'BC 117'}),14.342812676853425,160.0,122.0,441.0,,,,,,,,,,,,,,,,
219,"frozenset({'BC 117', 'ECON', '0'})",0.009124537607891493,"frozenset({'ECON', '0'})",0.3394495412844037,frozenset({'BC 117'}),11.100547499260138,161.0,123.0,101.0,97.0,83.0,41.0,27.0,26.0,102.0,,,,,,,,,,
220,"frozenset({'EAP', 'COM PRES'})",0.014833127317676144,frozenset({'EAP'}),0.28169014084507044,frozenset({'COM PRES'}),18.679288847841143,162.0,124.0,102.0,98.0,84.0,42.0,28.0,27.0,22.0,11.0,11.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,42.0
221,"frozenset({'EAP', 'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'COM PRES'})",0.009147095179233622,"frozenset({'EAP', 'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:'})",0.4933333333333334,frozenset({'COM PRES'}),32.71366120218579,163.0,125.0,103.0,99.0,85.0,43.0,29.0,28.0,80.0,,,,,,,,,,
222,"frozenset({'EAP', 'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'COM PRES', '18'})",0.009147095179233622,"frozenset({'EAP', 'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', '18'})",0.7872340425531914,frozenset({'COM PRES'}),52.20265085455179,164.0,126.0,104.0,100.0,86.0,44.0,30.0,29.0,88.0,,,,,,,,,,
223,"frozenset({'EAP', 'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', '0', 'COM PRES'})",0.009147095179233622,"frozenset({'EAP', 'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', '0'})",0.4933333333333334,frozenset({'COM PRES'}),32.71366120218579,165.0,127.0,105.0,101.0,87.0,45.0,31.0,30.0,87.0,,,,,,,,,,
224,"frozenset({'EAP', '18', 'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', '0', 'COM PRES'})",0.009147095179233622,"frozenset({'EAP', 'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', '0', '18'})",0.7872340425531914,frozenset({'COM PRES'}),52.20265085455179,166.0,128.0,106.0,102.0,88.0,46.0,32.0,31.0,86.0,,,,,,,,,,
225,"frozenset({'EAP', 'Jennifer Ostrega', 'COM PRES'})",0.009641532756489494,"frozenset({'EAP', 'Jennifer Ostrega'})",0.6000000000000001,frozenset({'COM PRES'}),39.786885245901644,167.0,129.0,107.0,103.0,89.0,47.0,33.0,32.0,23.0,58.0,,,,,,,,,
226,"frozenset({'EAP', 'Jennifer Ostrega', 'COM PRES', '18'})",0.009641532756489494,"frozenset({'EAP', 'Jennifer Ostrega', '18'})",0.8666666666666667,frozenset({'COM PRES'}),57.46994535519126,168.0,130.0,108.0,104.0,90.0,48.0,34.0,33.0,24.0,63.0,,,,,,,,,
227,"frozenset({'EAP', 'Jennifer Ostrega', '0', 'COM PRES'})",0.009641532756489494,"frozenset({'EAP', 'Jennifer Ostrega', '0'})",0.609375,frozenset({'COM PRES'}),40.408555327868854,169.0,131.0,109.0,105.0,91.0,49.0,35.0,34.0,25.0,49.0,,,,,,,,,
228,"frozenset({'EAP', 'Jennifer Ostrega', '18', '0', 'COM PRES'})",0.009641532756489494,"frozenset({'EAP', 'Jennifer Ostrega', '0', '18'})",0.8666666666666667,frozenset({'COM PRES'}),57.46994535519126,170.0,132.0,110.0,106.0,92.0,50.0,36.0,35.0,26.0,35.0,,,,,,,,,
229,"frozenset({'EAP', '2', 'COM PRES'})",0.008405438813349814,"frozenset({'EAP', '2'})",0.6666666666666666,frozenset({'COM PRES'}),44.20765027322404,171.0,133.0,111.0,107.0,93.0,51.0,37.0,85.0,,,,,,,,,,,
230,"frozenset({'EAP', '2', 'COM PRES', '18'})",0.008405438813349814,"frozenset({'EAP', '2', '18'})",0.85,frozenset({'COM PRES'}),56.364754098360656,172.0,134.0,112.0,108.0,94.0,52.0,38.0,76.0,,,,,,,,,,,
231,"frozenset({'EAP', '2', '18', '16', '0', 'COM PRES'})",0.008405438813349814,"frozenset({'EAP', '2', '18', '16', '0'})",0.85,frozenset({'COM PRES'}),56.364754098360656,173.0,135.0,113.0,109.0,95.0,53.0,39.0,141.0,,,,,,,,,,,
232,"frozenset({'EAP', '2', '16', 'COM PRES'})",0.008405438813349814,"frozenset({'EAP', '2', '16'})",0.7083333333333334,frozenset({'COM PRES'}),46.97062841530055,174.0,136.0,114.0,110.0,96.0,54.0,40.0,65.0,,,,,,,,,,,
233,"frozenset({'EAP', '2', '18', '16', 'COM PRES'})",0.008405438813349814,"frozenset({'EAP', '2', '16', '18'})",0.85,frozenset({'COM PRES'}),56.364754098360656,175.0,137.0,115.0,111.0,97.0,55.0,41.0,96.0,,,,,,,,,,,
234,"frozenset({'EAP', '2', '16', '0', 'COM PRES'})",0.008405438813349814,"frozenset({'EAP', '2', '16', '0'})",0.7083333333333334,frozenset({'COM PRES'}),46.97062841530055,176.0,138.0,116.0,112.0,98.0,56.0,42.0,70.0,,,,,,,,,,,
235,"frozenset({'EAP', '2', '0', 'COM PRES'})",0.008405438813349814,"frozenset({'EAP', '2', '0'})",0.6666666666666666,frozenset({'COM PRES'}),44.20765027322404,177.0,139.0,117.0,113.0,99.0,57.0,43.0,130.0,,,,,,,,,,,
236,"frozenset({'EAP', '2', '18', '0', 'COM PRES'})",0.008405438813349814,"frozenset({'EAP', '2', '0', '18'})",0.85,frozenset({'COM PRES'}),56.364754098360656,178.0,140.0,118.0,114.0,100.0,58.0,44.0,69.0,,,,,,,,,,,
237,"frozenset({'EAP', 'COM PRES', '18'})",0.014833127317676144,"frozenset({'EAP', '18'})",0.7692307692307692,frozenset({'COM PRES'}),51.00882723833543,179.0,141.0,119.0,115.0,101.0,59.0,45.0,36.0,27.0,12.0,12.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,41.0
238,"frozenset({'EAP', '16', 'COM PRES'})",0.008405438813349814,"frozenset({'EAP', '16'})",0.23943661971830985,frozenset({'COM PRES'}),15.87739552066497,180.0,142.0,120.0,116.0,102.0,60.0,46.0,89.0,,,,,,,,,,,
239,"frozenset({'EAP', '16', 'COM PRES', '18'})",0.008405438813349814,"frozenset({'EAP', '16', '18'})",0.85,frozenset({'COM PRES'}),56.364754098360656,181.0,143.0,121.0,117.0,103.0,61.0,47.0,99.0,,,,,,,,,,,
240,"frozenset({'EAP', '16', '0', 'COM PRES'})",0.008405438813349814,"frozenset({'EAP', '16', '0'})",0.2411347517730497,frozenset({'COM PRES'}),15.990001162655506,182.0,144.0,122.0,118.0,104.0,62.0,48.0,80.0,,,,,,,,,,,
241,"frozenset({'EAP', '18', '16', '0', 'COM PRES'})",0.008405438813349814,"frozenset({'EAP', '16', '0', '18'})",0.85,frozenset({'COM PRES'}),56.364754098360656,183.0,145.0,123.0,119.0,105.0,63.0,49.0,71.0,,,,,,,,,,,
242,"frozenset({'EAP', '0', 'COM PRES'})",0.014833127317676144,"frozenset({'EAP', '0'})",0.2830188679245283,frozenset({'COM PRES'}),18.767398700897,184.0,146.0,124.0,120.0,106.0,64.0,50.0,37.0,28.0,13.0,13.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,36.0
243,"frozenset({'EAP', '0', 'COM PRES', '18'})",0.014833127317676144,"frozenset({'EAP', '0', '18'})",0.7692307692307692,frozenset({'COM PRES'}),51.00882723833543,185.0,147.0,125.0,121.0,107.0,65.0,51.0,38.0,29.0,14.0,14.0,11.0,11.0,11.0,11.0,11.0,11.0,9.0,30.0
244,"frozenset({'Drawing I', 'ARTS 206'})",0.005686032138442522,frozenset({'Drawing I'}),1.0,frozenset({'ARTS 206'}),112.36111111111113,186.0,299.0,,,,,,,,,,,,,,,,,
245,"frozenset({'Drawing I', 'ARTS 206', 'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:'})",0.005438813349814586,"frozenset({'Drawing I', 'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:'})",1.0,frozenset({'ARTS 206'}),112.36111111111113,187.0,534.0,,,,,,,,,,,,,,,,,
246,"frozenset({'Drawing I', 'ARTS 206', 'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', '0'})",0.00519159456118665,"frozenset({'Drawing I', 'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', '0'})",1.0,frozenset({'ARTS 206'}),112.36111111111113,499.0,,,,,,,,,,,,,,,,,,
247,"frozenset({'Drawing I', 'ARTS 206', 'ART'})",0.005686032138442522,"frozenset({'Drawing I', 'ART'})",1.0,frozenset({'ARTS 206'}),112.36111111111113,188.0,363.0,,,,,,,,,,,,,,,,,
248,"frozenset({'Drawing I', 'ARTS 206', 'ART', 'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:'})",0.005438813349814586,"frozenset({'Drawing I', 'ART', 'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:'})",1.0,frozenset({'ARTS 206'}),112.36111111111113,189.0,540.0,,,,,,,,,,,,,,,,,
249,"frozenset({'ART', 'Drawing I', 'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'ARTS 206', '0'})",0.00519159456118665,"frozenset({'Drawing I', 'ART', 'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', '0'})",1.0,frozenset({'ARTS 206'}),112.36111111111113,549.0,,,,,,,,,,,,,,,,,,
250,"frozenset({'ARTS 206', 'Drawing I', 'ART', '16'})",0.005401424011784925,"frozenset({'Drawing I', 'ART', '16'})",1.0,frozenset({'ARTS 206'}),110.08108108108108,585.0,,,,,,,,,,,,,,,,,,
251,"frozenset({'ART', '16', 'Drawing I', 'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'ARTS 206'})",0.005155904738521974,"frozenset({'Drawing I', 'ART', '16', 'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:'})",1.0,frozenset({'ARTS 206'}),110.08108108108108,599.0,,,,,,,,,,,,,,,,,,
252,"frozenset({'ART', '16', 'Drawing I', 'ARTS 206', '0'})",0.005155904738521974,"frozenset({'Drawing I', 'ART', '16', '0'})",1.0,frozenset({'ARTS 206'}),110.08108108108108,583.0,,,,,,,,,,,,,,,,,,
253,"frozenset({'Drawing I', 'ARTS 206', 'ART', '0'})",0.005438813349814586,"frozenset({'Drawing I', 'ART', '0'})",1.0,frozenset({'ARTS 206'}),112.36111111111113,190.0,466.0,,,,,,,,,,,,,,,,,
254,"frozenset({'Drawing I', 'ARTS 206', '16'})",0.005401424011784925,"frozenset({'Drawing I', '16'})",1.0,frozenset({'ARTS 206'}),110.08108108108108,575.0,,,,,,,,,,,,,,,,,,
255,"frozenset({'Drawing I', 'ARTS 206', '16', 'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:'})",0.005155904738521974,"frozenset({'Drawing I', '16', 'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:'})",1.0,frozenset({'ARTS 206'}),110.08108108108108,587.0,,,,,,,,,,,,,,,,,,
256,"frozenset({'16', 'Drawing I', 'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'ARTS 206', '0'})",0.004910385465259023,"frozenset({'Drawing I', '16', 'Pre-reqs: \nCo-Reqs: \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', '0'})",1.0,frozenset({'ARTS 206'}),110.08108108108108,618.0,,,,,,,,,,,,,,,,,,
257,"frozenset({'Drawing I', 'ARTS 206', '16', '0'})",0.005155904738521974,"frozenset({'Drawing I', '16', '0'})",1.0,frozenset({'ARTS 206'}),110.08108108108108,572.0,,,,,,,,,,,,,,,,,,
258,"frozenset({'Drawing I', 'ARTS 206', '0'})",0.005438813349814586,"frozenset({'Drawing I', '0'})",1.0,frozenset({'ARTS 206'}),112.36111111111113,191.0,441.0,,,,,,,,,,,,,,,,,
259,"frozenset({'Daniel Bishop', 'MUS 101'})",0.0049261083743842365,frozenset({'Daniel Bishop'}),0.7142857142857143,frozenset({'MUS 101'}),76.3157894736842,695.0,,,,,,,,,,,,,,,,,,
260,"frozenset({'Daniel Bishop', 'MUS', 'MUS 101'})",0.0049261083743842365,"frozenset({'Daniel Bishop', 'MUS'})",0.7142857142857143,frozenset({'MUS 101'}),76.3157894736842,705.0,,,,,,,,,,,,,,,,,,
261,"frozenset({'Daniel Bishop', 'MUS', 'MUS 101', '0'})",0.0049261083743842365,"frozenset({'Daniel Bishop', 'MUS', '0'})",0.7142857142857143,frozenset({'MUS 101'}),76.3157894736842,691.0,,,,,,,,,,,,,,,,,,
262,"frozenset({'Daniel Bishop', 'MUS 101', '0'})",0.0049261083743842365,"frozenset({'Daniel Bishop', '0'})",0.7142857142857143,frozenset({'MUS 101'}),76.3157894736842,707.0,,,,,,,,,,,,,,,,,,
263,"frozenset({'SIMN DNCE', 'DANC'})",0.009622501850481123,frozenset({'DANC'}),0.8125,frozenset({'SIMN DNCE'}),74.84232954545455,192.0,148.0,126.0,122.0,108.0,66.0,52.0,39.0,30.0,61.0,,,,,,,,,
264,"frozenset({'SIMN DNCE', 'DANC', '0'})",0.009622501850481123,"frozenset({'DANC', '0'})",0.8297872340425532,frozenset({'SIMN DNCE'}),76.43471953578337,193.0,149.0,127.0,123.0,109.0,67.0,53.0,40.0,31.0,54.0,,,,,,,,,
265,"frozenset({'Christopher Ceraso', 'ARTS 140'})",0.005157170923379175,frozenset({'Christopher Ceraso'}),0.6363636363636365,frozenset({'ARTS 140'}),47.114049586776865,706.0,,,,,,,,,,,,,,,,,,
266,"frozenset({'Christopher Ceraso', 'ARTS 140', 'THEA'})",0.005157170923379175,"frozenset({'Christopher Ceraso', 'THEA'})",0.6363636363636365,frozenset({'ARTS 140'}),47.114049586776865,714.0,,,,,,,,,,,,,,,,,,
267,"frozenset({'Christopher Ceraso', '0', 'ARTS 140'})",0.004911591355599214,"frozenset({'Christopher Ceraso', '0'})",0.625,frozenset({'ARTS 140'}),46.27272727272727,694.0,,,,,,,,,,,,,,,,,,
268,"frozenset({'Christopher Ceraso', 'THEA', '0', 'ARTS 140'})",0.004911591355599214,"frozenset({'Christopher Ceraso', '0', 'THEA'})",0.625,frozenset({'ARTS 140'}),46.27272727272727,696.0,,,,,,,,,,,,,,,,,,
269,"frozenset({'CSCI', 'BC 21'})",0.00883869383746624,frozenset({'CSCI'}),0.5217391304347826,frozenset({'BC 21'}),28.71680376028202,194.0,150.0,128.0,124.0,110.0,68.0,54.0,127.0,,,,,,,,,,,
270,"frozenset({'CSCI', 'BC 21', '0'})",0.00883869383746624,"frozenset({'CSCI', '0'})",0.5217391304347826,frozenset({'BC 21'}),28.71680376028202,195.0,151.0,129.0,125.0,111.0,69.0,55.0,92.0,,,,,,,,,,,
271,"frozenset({'CHEM', 'HSC S211'})",0.013503560029462312,frozenset({'CHEM'}),0.2570093457943925,frozenset({'HSC S211'}),19.032710280373834,196.0,152.0,130.0,126.0,112.0,70.0,56.0,41.0,32.0,15.0,15.0,12.0,12.0,12.0,12.0,12.0,12.0,10.0,12.0
272,"frozenset({'HSC S211', 'CHEM', 'Principles of Chemistry I Lab'})",0.007897334649555773,"frozenset({'CHEM', 'Principles of Chemistry I Lab'})",0.8888888888888888,frozenset({'HSC S211'}),67.958071278826,197.0,153.0,131.0,127.0,113.0,71.0,91.0,,,,,,,,,,,,
273,"frozenset({'CHEM', 'HSC S226', 'Pre-reqs: \nCo-Reqs: CHEM 250 \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:'})",0.00541871921182266,"frozenset({'CHEM', 'Pre-reqs: \nCo-Reqs: CHEM 250 \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:'})",1.0,frozenset({'HSC S226'}),112.77777777777777,198.0,464.0,,,,,,,,,,,,,,,,,
274,"frozenset({'Pre-reqs: \nCo-Reqs: CHEM 150 \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'CHEM', 'HSC S211'})",0.007650542941757156,"frozenset({'CHEM', 'Pre-reqs: \nCo-Reqs: CHEM 150 \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:'})",0.9393939393939394,frozenset({'HSC S211'}),71.8193253287593,199.0,154.0,132.0,128.0,114.0,269.0,,,,,,,,,,,,,
275,"frozenset({'Pre-reqs: \nCo-Reqs: CHEM 150 \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'CHEM', 'HSC S211', '0'})",0.007650542941757156,"frozenset({'CHEM', 'Pre-reqs: \nCo-Reqs: CHEM 150 \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', '0'})",0.9393939393939394,frozenset({'HSC S211'}),71.8193253287593,200.0,155.0,133.0,129.0,115.0,225.0,,,,,,,,,,,,,
276,"frozenset({'CHEM', '16', 'HSC S211'})",0.013503560029462312,"frozenset({'CHEM', '16'})",0.5555555555555555,frozenset({'HSC S211'}),41.14141414141414,201.0,156.0,134.0,130.0,116.0,72.0,57.0,42.0,33.0,16.0,16.0,13.0,13.0,13.0,13.0,13.0,13.0,11.0,5.0
277,"frozenset({'CHEM', '16', 'HSC S226', 'Pre-reqs: \nCo-Reqs: CHEM 250 \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:'})",0.005172413793103447,"frozenset({'CHEM', '16', 'Pre-reqs: \nCo-Reqs: CHEM 250 \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:'})",1.0,frozenset({'HSC S226'}),112.77777777777777,685.0,,,,,,,,,,,,,,,,,,
278,"frozenset({'CHEM', 'HSC S211', '16', '0'})",0.013503560029462312,"frozenset({'CHEM', '16', '0'})",0.5612244897959183,frozenset({'HSC S211'}),41.561224489795926,202.0,157.0,135.0,131.0,117.0,73.0,58.0,43.0,34.0,17.0,17.0,14.0,14.0,14.0,14.0,14.0,14.0,30.0,
279,"frozenset({'16', 'HSC S226', 'Pre-reqs: \nCo-Reqs: CHEM 250 \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:', 'CHEM', '0'})",0.0049261083743842365,"frozenset({'CHEM', '16', '0', 'Pre-reqs: \nCo-Reqs: CHEM 250 \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:'})",1.0,frozenset({'HSC S226'}),112.77777777777777,559.0,,,,,,,,,,,,,,,,,,
280,"frozenset({'HSC S229', 'CHEM', '12'})",0.007389162561576354,"frozenset({'CHEM', '12'})",0.5660377358490566,frozenset({'HSC S229'}),65.66037735849056,203.0,158.0,136.0,132.0,118.0,249.0,,,,,,,,,,,,,
281,"frozenset({'HSC S229', 'CHEM', '12', '0'})",0.0071428571428571435,"frozenset({'CHEM', '12', '0'})",0.5576923076923077,frozenset({'HSC S229'}),64.69230769230771,204.0,159.0,137.0,133.0,235.0,,,,,,,,,,,,,,
282,"frozenset({'CHEM', 'HSC S211', '0'})",0.013503560029462312,"frozenset({'CHEM', '0'})",0.26190476190476186,frozenset({'HSC S211'}),19.395238095238085,205.0,160.0,138.0,134.0,119.0,74.0,59.0,44.0,35.0,18.0,18.0,15.0,15.0,15.0,15.0,15.0,15.0,31.0,
283,"frozenset({'HSC S211', 'CHEM', '0', 'Principles of Chemistry I Lab'})",0.007897334649555773,"frozenset({'CHEM', '0', 'Principles of Chemistry I Lab'})",0.8888888888888888,frozenset({'HSC S211'}),67.958071278826,206.0,161.0,139.0,135.0,120.0,75.0,161.0,,,,,,,,,,,,
284,"frozenset({'CHEM', 'HSC S226', '0', 'Pre-reqs: \nCo-Reqs: CHEM 250 \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:'})",0.005172413793103447,"frozenset({'CHEM', '0', 'Pre-reqs: \nCo-Reqs: CHEM 250 \nCross Listed: \nApproval Type: \nPart of Term: Full Term \nFinal Exam:'})",1.0,frozenset({'HSC S226'}),112.77777777777777,677.0,,,,,,,,,,,,,,,,,,
285,"frozenset({'CHEM', '0', '16', 'HSC S211'})",0.013503560029462312,"frozenset({'CHEM', '0', '16'})",0.5612244897959183,frozenset({'HSC S211'}),41.561224489795926,207.0,162.0,140.0,136.0,121.0,76.0,60.0,45.0,36.0,19.0,19.0,16.0,16.0,16.0,16.0,16.0,16.0,12.0,4.0
286,"frozenset({'BC 117', 'BST'})",0.00838471023427867,frozenset({'BST'}),0.5396825396825397,frozenset({'BC 117'}),17.64848950332821,208.0,163.0,141.0,137.0,122.0,77.0,61.0,125.0,,,,,,,,,,,
287,"frozenset({'BC 117', 'BST', '0'})",0.005686032138442522,"frozenset({'BST', '0'})",0.4791666666666667,frozenset({'BC 117'}),15.887124316939893,209.0,327.0,,,,,,,,,,,,,,,,,
