Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"CSCI 150 J 
4 cr 
CRN 30167","Introduction to Computer Science in Python
CLA-Quantitative",Emily Hill,"01:15 PM - 02:20 PM MWF
 12:30 PM - 03:30 PM M - Final Exam","BC 21
 BC 21 - Final Exam",30,21,9,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CSCI 151 E 
4 cr 
CRN 30169","Object Oriented Prog. in Java
CLA-Quantitative",Barry Burd,"10:25 AM - 11:30 AM MWF
 08:30 AM - 11:30 AM W - Final Exam","BC 120
 BC 120 - Final Exam",30,28,2,0,"Pre-reqs: (CSCI 117 FOR LEVEL UG WITH MIN. GRADE OF C- OR CSCI 150 FOR LEVEL UG WITH MIN. GRADE OF C- OR CSCI 149 FOR LEVEL UG WITH MIN. GRADE OF C-) 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CSCI 151 E 
4 cr 
CRN 30169","Object Oriented Programming
CLA-Quantitative",Barry Burd,"10:25 AM - 11:30 AM MWF
 08:30 AM - 11:30 AM W - Final Exam","BC 120
 BC 120 - Final Exam",30,28,2,0,"Pre-reqs: (CSCI 117 FOR LEVEL UG WITH MIN. GRADE OF C- OR CSCI 150 FOR LEVEL UG WITH MIN. GRADE OF C- OR CSCI 149 FOR LEVEL UG WITH MIN. GRADE OF C-) 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CSCI 220 J 
4 cr 
CRN 30168",Discrete Mathematics for Computer Science,Steven Kass,"01:15 PM - 02:20 PM MWF
 12:30 PM - 03:30 PM M - Final Exam","BC 120
 BC 120 - Final Exam",30,31,-1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CSCI 300 X 
1 cr 
CRN 31007",Independent Study: Automated Creation of Source Code Explanations for Novice Programmers,Emily Hill,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: 2nd Half Session 
Final Exam:"
"CSCI 300 X1 
1 cr 
CRN 31008",Independent Study: Digital Humanities,Emily Hill,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: 2nd Half Session 
Final Exam:"
"CSCI 360 G 
4 cr 
CRN 30178",Operating Systems,Emily Hill,"11:50 AM - 12:55 PM MWF
 12:30 PM - 03:30 PM F - Final Exam","BC 21
 BC 21 - Final Exam",30,23,7,0,"Pre-reqs: CSCI 260 OR CSCI 320 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CSCI 390 T 
4 cr 
CRN 30180",Advanced Topics in Computer Science,Barry Burd,"02:40 PM - 03:45 PM MWF
 04:00 PM - 07:00 PM W - Final Exam","BC 120
 - Final Exam",30,16,14,0,"Pre-reqs: CSCI 230 FOR LEVEL UG WITH MIN. GRADE OF C- (MAY BE TAKEN CONCURRENTLY) OR CSCI 340 FOR LEVEL UG WITH MIN. GRADE OF C- 
Co-Reqs: 
Cross Listed: CSCI 400 - T 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CSCI 390 T 
4 cr 
CRN 30180",Advanced Topics in Computer Science,Barry Burd,"02:40 PM - 03:45 PM MWF
 04:00 PM - 07:00 PM W - Final Exam","BC 120
 - Final Exam",30,16,14,0,"Pre-reqs: CSCI 230 FOR LEVEL UG WITH MIN. GRADE OF C- (MAY BE TAKEN CONCURRENTLY) OR CSCI 340 FOR LEVEL UG WITH MIN. GRADE OF C- 
Co-Reqs: 
Cross Listed: CSCI 400 - T 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CSCI 400 T 
4 cr 
CRN 30184","Applications of Computing to Other Disciplines
CLA-Capstone
CLA-Writing in the Major",Barry Burd,"02:40 PM - 03:45 PM MWF
 04:00 PM - 07:00 PM W - Final Exam","BC 120
 - Final Exam",30,16,14,0,"Pre-reqs: CSCI 230 AND CSCI 340 
Co-Reqs: 
Cross Listed: CSCI 390 - T 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"DANC 101 H 
2 cr 
CRN 30187","Beginning Movement Studies
CLA-Breadth/Arts",Kimani Fowlin,11:50 AM - 01:05 PM TR,SIMN DNCE,15,17,-2,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"DANC 201 KZ 
2 cr 
CRN 30189","Intermediate Movement Studies
CLA-Breadth/Arts",Kimani Fowlin,01:15 PM - 03:15 PM R,SIMN DNCE,10,8,2,0,"Pre-reqs: DANC 101 OR DANC 2X 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"DANC 250 JT 
2 cr 
CRN 30770",Special Topics in Dance: Ballet,Barbara Greenspan,01:15 PM - 03:15 PM MW,,16,11,5,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: 1st Half Session 
Final Exam:"
"DANC 300 X 
3 cr 
CRN 30906",Ind. Study: Dance - Art of Creat. & Impl. an Engaging Educ. Dance Curric. for Middle School Students,Kimani Fowlin,-,,1,1,0,0,"Pre-reqs: DANC 322 OR DANC 123X 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"DANC 300 X1 
1 cr 
CRN 30964",Independent Study: Music from Civil Rights Movement: Research/Practice,Kimani Fowlin,-,,1,1,0,0,"Pre-reqs: DANC 322 OR DANC 123X 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"DANC 300 X2 
1 cr 
CRN 30984",Choreography,Kimani Fowlin,-,,1,1,0,0,"Pre-reqs: DANC 322 OR DANC 123X 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"DANC 300 X4 
2 cr 
CRN 31027",Ind. Study: Dance,Kimani Fowlin,-,,1,1,0,0,"Pre-reqs: DANC 322 OR DANC 123X 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"DANC 322 ZM 
2 cr 
CRN 30190","Choreography and Performance Studies
CLA-Breadth/Arts",Kimani Fowlin,03:30 PM - 06:30 PM T,SIMN DNCE,12,8,4,0,"Pre-reqs: DANC 101 OR DANC 220 
Co-Reqs: DANC 322L 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"DANC 322 ZM 
4 cr 
CRN 30190","Choreography and Performance Studies
CLA-Breadth/Arts",Kimani Fowlin,03:30 PM - 06:30 PM T,SIMN DNCE,12,8,4,0,"Pre-reqs: DANC 101 OR DANC 220 
Co-Reqs: DANC 322L 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"DANC 322L ZM 
0 cr 
CRN 30200",Choreography and Performance L,Kimani Fowlin,03:30 PM - 05:00 PM R,SIMN DNCE,12,7,5,0,"Pre-reqs: 
Co-Reqs: DANC 322 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"DANC 350 JT 
2 cr 
CRN 30196",Special Topics in Dance: Jazz,"Barbara Greenspan
 Christopher Ceraso",01:15 PM - 03:15 PM MW,ARTS 140,16,13,3,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: 2nd Half Session 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"DSEM 100 H 
4 cr 
CRN 30201","Drew Seminar: From Plato's Allegory of the Cave to the Matrix
College Seminar Requirement",Seung-Kee Lee,11:50 AM - 01:05 PM TR,BC 117,17,17,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"EAP 010 EG 
0 cr 
CRN 30202",Academic English: Writing and Grammar I,Anna MacLachlan,10:25 AM - 12:05 PM MWF,TIL 206,12,4,8,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: EAP 020 - EG 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 010 EG 
0 cr 
CRN 30202",Academic English: Writing and Grammar I,Anna MacLachlan,10:25 AM - 12:05 PM MWF,TIL 206,12,4,8,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: EAP 020 - EG 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 011 FH 
0 cr 
CRN 30203",Academic English: Reading and Vocabular I,Anna MacLachlan,10:25 AM - 12:05 PM TR,TIL 206,12,4,8,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: EAP 021 - FH 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 012 JT 
0 cr 
CRN 30204",Academic English: Listening and Speaking I,Mohamad Nikoui-Tehrani,01:15 PM - 03:05 PM MWF,TIL 204,12,4,8,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: EAP 022 - JT 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 020 EG 
0 cr 
CRN 30205",Writing & Grammar 2,Anna MacLachlan,10:25 AM - 12:05 PM MWF,TIL 206,12,4,8,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: EAP 010 - EG 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 020 EG 
0 cr 
CRN 30205",Writing & Grammar 2,Anna MacLachlan,10:25 AM - 12:05 PM MWF,TIL 206,12,4,8,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: EAP 010 - EG 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 021 FH 
0 cr 
CRN 30206",Reading & Vocabulary 2,Anna MacLachlan,10:25 AM - 12:05 PM TR,TIL 206,12,4,8,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: EAP 011 - FH 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 022 JT 
0 cr 
CRN 30207",Listening & Speaking 2,Mohamad Nikoui-Tehrani,01:15 PM - 03:05 PM MWF,TIL 204,12,4,8,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: EAP 012 - JT 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 030 EG 
0 cr 
CRN 30208",Writing & Grammar 3,Mohamad Nikoui-Tehrani,10:25 AM - 12:05 PM MWF,TIL 204,16,9,7,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 030 EG 
0 cr 
CRN 30208",Writing & Grammar 3,Mohamad Nikoui-Tehrani,10:25 AM - 12:05 PM MWF,TIL 204,16,9,7,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 031 FH 
0 cr 
CRN 30209",Reading & Vocabulary 3,Keeley Thornton,10:25 AM - 12:05 PM TR,TIL 205,12,9,3,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 032 JT 
0 cr 
CRN 30210",Listening & Speaking 3,Anna MacLachlan,01:15 PM - 03:05 PM MWF,TIL 205,16,8,8,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 040 EG 
0 cr 
CRN 30211",Writing & Grammar 4,Maryna Sidykh,10:25 AM - 12:05 PM MWF,TIL 205,16,10,6,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 040 EG 
0 cr 
CRN 30211",Writing & Grammar 4,Maryna Sidykh,10:25 AM - 12:05 PM MWF,TIL 205,16,10,6,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 041 FH 
0 cr 
CRN 30212",Reading & Vocabulary 4,Susan Beddes,10:25 AM - 12:05 PM TR,TIL 204,16,10,6,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 042 AC 
0 cr 
CRN 30213",Listening & Speaking 4,Anna MacLachlan,08:30 AM - 10:15 AM MWF,TIL 204,16,10,6,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 071 K 
0 cr 
CRN 30214",Special Topics I: Field Study,Jennifer Ostrega,01:15 PM - 02:05 PM TR,TIL 203,12,12,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 071 KZ 
0 cr 
CRN 30215",Special Topics I: Exploring the World,Anna MacLachlan,02:15 PM - 03:05 PM TR,TIL 205,12,12,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 072 C 
0 cr 
CRN 30216",Special Topics II: Acting Performance,Jennifer Ostrega,02:15 PM - 03:05 PM TR,TIL 204,16,9,7,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 072 T 
0 cr 
CRN 30217",Special Topics II: Conversation Accuracy,Keeley Thornton,03:15 PM - 04:05 PM MW,TIL 204,16,9,7,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 101 FH 
4 cr 
CRN 30218",English for Academic Purposes I: Reading and Writing,Maryna Sidykh,"04:00 PM - 05:50 PM MW
 12:30 PM - 03:30 PM R - Final Exam","TIL 101
 TIL 101 - Final Exam",16,10,6,0,"Pre-reqs: EAP 040 FOR LEVEL UG WITH MIN. GRADE OF C 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 101 ZM 
4 cr 
CRN 30219",English for Academic Purposes I: Reading and Writing,Keeley Thornton,"03:15 PM - 05:05 PM TR
 07:30 PM - 10:30 PM W - Final Exam","TIL 203
 TIL 203 - Final Exam",16,11,5,0,"Pre-reqs: EAP 040 FOR LEVEL UG WITH MIN. GRADE OF C 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 102 AC 
4 cr 
CRN 30220",English for Academic Purposes: Listening and Speaking,Mohamad Nikoui-Tehrani,"08:30 AM - 10:15 AM MW
 08:30 AM - 11:30 AM F - Final Exam","TIL 203
 TIL 203 - Final Exam",16,10,6,0,"Pre-reqs: EAP 042 FOR LEVEL UG WITH MIN. GRADE OF C 
Co-Reqs: EAP 101 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 102 BD 
4 cr 
CRN 30221",English for Academic Purposes: Listening and Speaking,Jennifer Ostrega,"08:00 AM - 09:50 AM TR
 08:30 AM - 11:30 AM R - Final Exam","TIL 203
 TIL 203 - Final Exam",16,8,8,0,"Pre-reqs: EAP 042 FOR LEVEL UG WITH MIN. GRADE OF C 
Co-Reqs: EAP 101 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 201 BD 
4 cr 
CRN 30222",English for Academic Purposes II: Reading and Writing,Anna MacLachlan,"08:00 AM - 09:50 AM TR
 08:30 AM - 11:30 AM R - Final Exam","TIL 101
 TIL 101 - Final Exam",16,13,3,0,"Pre-reqs: EAP 101 FOR LEVEL UG WITH MIN. GRADE OF C- 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 201 ZM 
4 cr 
CRN 30223",English for Academic Purposes II: Reading and Writing,Anna MacLachlan,"03:15 PM - 05:05 PM TR
 07:30 PM - 10:30 PM W - Final Exam","TIL 101
 TIL 101 - Final Exam",16,16,0,0,"Pre-reqs: EAP 101 FOR LEVEL UG WITH MIN. GRADE OF C- 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 202 FH 
4 cr 
CRN 30224",English for Academic Purposes II: Public Speaking,Jennifer Ostrega,"10:00 AM - 11:40 AM TR
 12:30 PM - 03:30 PM R - Final Exam","TIL 203
 TIL 203 - Final Exam",16,16,0,0,"Pre-reqs: EAP 102 FOR LEVEL UG WITH MIN. GRADE OF C- 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 202 L 
4 cr 
CRN 30225",English for Academic Purposes II: Public Speaking,Keeley Thornton,"04:15 PM - 05:55 PM MW
 12:30 PM - 03:30 PM W - Final Exam","TIL 203
 TIL 203 - Final Exam",16,10,6,0,"Pre-reqs: EAP 102 FOR LEVEL UG WITH MIN. GRADE OF C- 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"ECON 101 D 
4 cr 
CRN 30098","Economic Principles: Microeconomics
CLA-Breadth/Social Science
CLA-Quantitative",Miao Chi,"09:00 AM - 10:15 AM TR
 08:30 AM - 11:30 AM T - Final Exam","BC 117
 BC 117 - Final Exam",30,31,-1,13,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ECON 101 G 
4 cr 
CRN 30099","Economic Principles: Microeconomics
CLA-Breadth/Social Science
CLA-Quantitative",Maliha Safri,"11:50 AM - 01:05 PM MW
 12:30 PM - 03:30 PM F - Final Exam","BC 101
 BC 101 - Final Exam",30,29,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ECON 101 T 
4 cr 
CRN 30100","Economic Principles: Microeconomics
CLA-Breadth/Social Science
CLA-Quantitative",Maliha Safri,"02:40 PM - 03:55 PM MW
 04:00 PM - 07:00 PM W - Final Exam","BC 117
 - Final Exam",30,26,4,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ECON 102 F 
4 cr 
CRN 30101","Economic Principles: Macroeconomics
CLA-Breadth/Social Science
CLA-Quantitative",Bernard Smith,"10:25 AM - 11:40 AM TR
 12:30 PM - 03:30 PM T - Final Exam","BC 117
 HSC S244 - Final Exam",30,30,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ECON 102 J 
4 cr 
CRN 30102","Economic Principles: Macroeconomics
CLA-Breadth/Social Science
CLA-Quantitative",Miao Chi,"01:15 PM - 02:30 PM MW
 12:30 PM - 03:30 PM M - Final Exam","BC 117
 - Final Exam",30,30,0,3,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ECON 102 K 
4 cr 
CRN 30103","Economic Principles: Macroeconomics
CLA-Breadth/Social Science
CLA-Quantitative",Bernard Smith,"01:15 PM - 02:30 PM TR
 12:30 PM - 03:30 PM T - Final Exam","BC 117
 HSC S244 - Final Exam",30,29,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ECON 242 T 
4 cr 
CRN 30678",International Business,Maha Mourad,02:40 PM - 03:55 PM MW,BC 217,30,29,1,0,"Pre-reqs: (ECON 101 OR ECON 5X ) AND (ECON 102 OR ECON 6X ) 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ECON 252 R 
2 cr 
CRN 30680","Intermediate Open Topics: Globalization Challenges in the Mediterranean
CLA-Diversity International",Jennifer Olmsted,04:00 PM - 06:30 PM W,BC 103,20,10,10,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: 2nd Half Session 
Final Exam:"
"ECON 281 X 
4 cr 
CRN 30104","Wall Street and the Economy
CLA-Off Campus Experience",Giandomenico Sarolli,09:00 AM - 05:00 PM TR,,20,20,0,0,"Pre-reqs: (ECON 101 OR ECON 5X ) AND (ECON 102 OR ECON 6X ) 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ECON 281 X 
8 cr 
CRN 30104","Wall Street and the Economy
CLA-Off Campus Experience",Giandomenico Sarolli,09:00 AM - 05:00 PM TR,,20,20,0,0,"Pre-reqs: (ECON 101 OR ECON 5X ) AND (ECON 102 OR ECON 6X ) 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ECON 286 X 
4 cr 
CRN 30105","Social Entrepreneurship: Theorizing Global Trends
CLA-Breadth/Interdisciplinary
CLA-Breadth/Social Science",Jennifer Olmsted,09:00 AM - 05:00 PM TR,,20,17,3,0,"Pre-reqs: 
Co-Reqs: ECON 287 
Cross Listed: BST 286 - X; PSCI 286 - X; PSCI 300 - X7 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ECON 287 X 
4 cr 
CRN 30106","Applied Analysis of Social Entrepreneurship
CLA-Civic Engagement OLD
CLA-Off Campus Experience",Jennifer Olmsted,09:00 AM - 05:00 PM TR,,20,17,3,0,"Pre-reqs: 
Co-Reqs: ECON 286 
Cross Listed: BST 287 - X; PSCI 287 - X 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ECON 287 X 
4 cr 
CRN 30106","Applied Analysis of Social Entrepreneurship
CLA-Civic Engagement OLD
CLA-Off Campus Experience",Jennifer Olmsted,09:00 AM - 05:00 PM TR,,20,17,3,0,"Pre-reqs: 
Co-Reqs: ECON 286 
Cross Listed: BST 287 - X; PSCI 287 - X 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ECON 300 X 
1 cr 
CRN 30847",Health Economics,Jennifer Kohn,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ECON 300 X 
2 cr 
CRN 30847",Health Economics,Jennifer Kohn,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ECON 300 X1 
1 cr 
CRN 31013",Ind. Study: Globalization Challenges in the Mediterranean,Jennifer Olmsted,-,,1,0,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: 2nd Half Session 
Final Exam:"
"ECON 300 X1 
2 cr 
CRN 31013",Ind. Study: Globalization Challenges in the Mediterranean,Jennifer Olmsted,-,,1,0,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: 2nd Half Session 
Final Exam:"
"ECON 300 X2 
3 cr 
CRN 31028",Ind. Study: Economics,Jennifer Olmsted,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ECON 301 C 
4 cr 
CRN 30107","Intermediate Microeconomics
CLA-Quantitative",Jennifer Kohn,"09:10 AM - 10:15 AM MWF
 08:30 AM - 11:30 AM M - Final Exam","BC 117
 BC 117 - Final Exam",27,30,-3,10,"Pre-reqs: ECON 101 OR ECON 5X 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ECON 302 VE 
4 cr 
CRN 30108",Intermediate Macroeconomic Analysis,Yahya Madra,"10:25 AM - 11:40 AM MW
 08:30 AM - 11:30 AM W - Final Exam","SEM 109
 SEM 109 - Final Exam",25,23,2,0,"Pre-reqs: ECON 102 OR ECON 6X 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ECON 302 VG 
4 cr 
CRN 30109",Intermediate Macroeconomic Analysis,Yahya Madra,"11:50 AM - 01:05 PM MW
 12:30 PM - 03:30 PM F - Final Exam","SEM 109
 SEM 109 - Final Exam",25,24,1,0,"Pre-reqs: ECON 102 OR ECON 6X 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ECON 303 G 
4 cr 
CRN 30110",Economic Statistics and Introductory Econometrics,Miao Chi,11:50 AM - 01:05 PM MW,BC 203,20,21,-1,5,"Pre-reqs: (ECON 101 OR ECON 5X ) AND (ECON 102 OR ECON 6X ) AND (MATH 117 OR MATH 3X OR MATH 320 OR MATH 129X ) 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ECON 314 E 
4 cr 
CRN 30114","American Economic Development
CLA-Writing in the Major",Bernard Smith,10:25 AM - 11:40 AM MW,BC 204,20,22,-2,4,"Pre-reqs: (ECON 301 OR ECON 102X ) AND (ECON 302 OR ECON 103X ) 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ECON 321 R 
4 cr 
CRN 30116",Corporate Finance,David Anderson,"07:00 PM - 09:30 PM W
 07:30 PM - 10:30 PM F - Final Exam","BC 117
 BC 117 - Final Exam",25,28,-3,1,"Pre-reqs: ECON 301 OR ECON 102X 
Co-Reqs: 
Cross Listed: BST 321 - R 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ECON 350 J 
4 cr 
CRN 30120","Selected Topics in Economics: Political Economy of Migration
CLA-Writing Intensive",Maliha Safri,01:15 PM - 02:30 PM MW,BC 201,20,20,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ECON 350 T 
4 cr 
CRN 30672","Selected Topics in Economics: Development Economics
CLA-Writing Intensive",Yahya Madra,02:40 PM - 03:55 PM MW,HSC S139,25,16,9,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ECON 411 X 
4 cr 
CRN 30825","Specialized Honors II: The Challenges of Executing Cross-Border Merger & Acquisition Deals
CLA-Capstone
CLA-Writing Intensive",Bernard Smith,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"EDUC 302 L 
4 cr 
CRN 30619",The Developing Learner,Michele DePascale,04:30 PM - 07:00 PM M,BC 21,14,15,-1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: MATS 801 - L 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EDUC 304 L 
4 cr 
CRN 30617",Design for Instruction and Assessment,Linda Swerdlow,04:30 PM - 07:00 PM W,BC 21,14,10,4,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: MATS 808 - L 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"ENGL 150 C 
4 cr 
CRN 30273","Lit analysis: Mysteries, Heroes and Villains
CLA-Breadth/Humanities",James Hala,09:00 AM - 10:15 AM MW,BC 18,25,6,19,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ENGL 150 H 
4 cr 
CRN 30274","Literary Analysis: Literature of Disease
CLA-Breadth/Humanities",Patrick Phillips,11:50 AM - 01:05 PM TR,BC 201,25,21,4,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
