Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"CHIN 101 J 
4 cr 
CRN 10521",Beginning Chinese I,Di Bai,"01:15 PM - 02:20 PM MWF
 04:00 PM - 07:00 PM M - Final Exam","BC 202
 BC 202 - Final Exam",18,8,10,0,"Pre-reqs: 
Co-Reqs: CHIN 105 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CHIN 105 S 
2 cr 
CRN 10522",Introduction to Chinese Character Writing I,Di Bai,"07:00 PM - 08:15 PM R
 04:00 PM - 07:00 PM F - Final Exam","BC 202
 BC 202 - Final Exam",18,8,10,0,"Pre-reqs: 
Co-Reqs: CHIN 101 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CHIN 201 J 
4 cr 
CRN 10523","Intermediate Chinese I
CLA-Foreign Language",Ping Li,"01:15 PM - 02:20 PM MWF
 04:00 PM - 07:00 PM M - Final Exam","BC 102
 BC 102 - Final Exam",16,9,7,0,"Pre-reqs: CHIN 102 OR CHIN 2X 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CHIN 300 X 
2 cr 
CRN 10524","Ind. Study: Chinese
CLA-Foreign Language",Di Bai,-,,5,1,4,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"CHIN 300 X1 
2 cr 
CRN 11049","Chinese 201
CLA-Foreign Language",Di Bai,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"CHIN 301 E 
4 cr 
CRN 10525","Modern Chinese Society
CLA-Foreign Language",Di Bai,"10:25 AM - 11:30 AM MWF
 12:30 PM - 03:30 PM M - Final Exam","BC 20
 BC 20 - Final Exam",15,10,5,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CHIN 354 T 
4 cr 
CRN 10526","Selected Topics in Classical Chinese Literature
CLA-Capstone
CLA-Writing in the Major",Di Bai,"02:40 PM - 03:55 PM MW
 07:30 PM - 10:30 PM M - Final Exam","BC 202
 BC 202 - Final Exam",15,9,6,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"CLAS 232 G 
4 cr 
CRN 10246","History of Ancient Rome
CLA-Breadth/Humanities
CLA-Diversity International",John Muccigrosso,"11:50 AM - 01:05 PM MW
 12:30 PM - 03:30 PM W - Final Exam","SEM 205
 SEM 205 - Final Exam",35,29,6,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: HIST 232 - G 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CLAS 260 J 
4 cr 
CRN 10247","Classical Civilzation: Selected Topics: Sport & Spectacle in ancient Greece and Rome
CLA-Breadth/Humanities
CLA-Diversity International
CLA-Writing Intensive",John Muccigrosso,"01:15 PM - 02:30 PM WF
 04:00 PM - 07:00 PM M - Final Exam","SEM 214
 SEM 214 - Final Exam",23,13,10,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CLAS 300 X 
2 cr 
CRN 11077",Specialized Honors 1: Professionalization of Music in Hellenistic Greece,John Lenz,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: 2nd Half Session 
Final Exam:"
"CLAS 410 X 
4 cr 
CRN 10928","Specialized Honors 1: Professionalization of Music in Hellenistic Greece
CLA-Capstone
CLA-Writing Intensive",John Lenz,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"CSCI 150 G 
4 cr 
CRN 10670","Intro to Comp Sci in Python
CLA-Quantitative",Emily Hill,"11:50 AM - 01:05 PM MWF
 12:30 PM - 03:30 PM W - Final Exam","BC 21
 BC 21 - Final Exam",40,39,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CSCI 220 J 
4 cr 
CRN 10120",Discrete Mathematics for Computer Science,Steven Kass,"01:15 PM - 02:20 PM MWF
 04:00 PM - 07:00 PM M - Final Exam","BC 21
 BC 21 - Final Exam",25,20,5,0,"Pre-reqs: CSCI 117 FOR LEVEL UG WITH MIN. GRADE OF C- OR CSCI 1AX FOR LEVEL UG WITH MIN. GRADE OF C- 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CSCI 230 C 
4 cr 
CRN 10121",Data Structures,Emily Hill,"09:10 AM - 10:15 AM MWF
 08:30 AM - 11:30 AM W - Final Exam","BC 21
 BC 21 - Final Exam",25,17,8,0,"Pre-reqs: CSCI 151 FOR LEVEL UG WITH MIN. GRADE OF C- OR CSCI 2X FOR LEVEL UG WITH MIN. GRADE OF C- 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CSCI 300 X 
1 cr 
CRN 11045",Increasing Student Interest in Computer Science,Emily Hill,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"CSCI 330 E 
4 cr 
CRN 10122",Databases & Info Management,Steven Kass,"10:25 AM - 11:30 AM MWF
 12:30 PM - 03:30 PM M - Final Exam","BC 21
 BC 21 - Final Exam",25,21,4,0,"Pre-reqs: CSCI 151 FOR LEVEL UG WITH MIN. GRADE OF C- 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CSCI 330 E 
4 cr 
CRN 10122",Information Management,Steven Kass,"10:25 AM - 11:30 AM MWF
 12:30 PM - 03:30 PM M - Final Exam","BC 21
 BC 21 - Final Exam",25,21,4,0,"Pre-reqs: CSCI 151 FOR LEVEL UG WITH MIN. GRADE OF C- 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CSCI 360 F 
4 cr 
CRN 10672",Operating Systems,Emily Hill,"10:25 AM - 11:40 AM TR
 12:30 PM - 03:30 PM T - Final Exam","HSC S305
 HSC HSC -S305 - Final Exam",21,14,7,0,"Pre-reqs: CSCI 260 FOR LEVEL UG WITH MIN. GRADE OF C- OR CSCI 320 FOR LEVEL UG WITH MIN. GRADE OF C- 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CSCI 410 X 
4 cr 
CRN 10881","Specialized Honors I: Automatic Generation fo Comments From Source Code
CLA-Baldwin Honors
CLA-Capstone
CLA-Writing Intensive",Emily Hill,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"DANC 220 K 
2 cr 
CRN 10810","Movement for the Musical Stage
CLA-Breadth/Arts",Kristi Azaroff,"02:40 PM - 03:55 PM MW
 07:30 PM - 10:30 PM M - Final Exam","SIMN DNCE
 SIMN DNCE - Final Exam",20,17,3,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"DANC 250 H 
2 cr 
CRN 10745",Special Topics in Dance: HipHop/ Afro Fusion,Kimani Fowlin,"11:50 AM - 01:05 PM TR
 12:30 PM - 03:30 PM R - Final Exam","SIMN HAS
 SIMN HAS - Final Exam",16,15,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: DANC 350 - H 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"DANC 300 X 
1 cr 
CRN 10440",Ind. Study: Dance,Rosemary McLaughlin,-,,4,0,4,0,"Pre-reqs: DANC 322 OR DANC 123X 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"DANC 322 E 
2 cr 
CRN 10441","Choreography and Performance Studies
CLA-Breadth/Arts",Kimani Fowlin,"04:00 PM - 06:00 PM MW
 07:30 PM - 10:30 PM W - Final Exam","SIMN DNCE
 SIMN DNCE - Final Exam",16,8,8,0,"Pre-reqs: DANC 101 OR DANC 220 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"DANC 322 E 
4 cr 
CRN 10441","Choreography and Performance Studies
CLA-Breadth/Arts",Kimani Fowlin,"04:00 PM - 06:00 PM MW
 07:30 PM - 10:30 PM W - Final Exam","SIMN DNCE
 SIMN DNCE - Final Exam",16,8,8,0,"Pre-reqs: DANC 101 OR DANC 220 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"DANC 350 H 
2 cr 
CRN 10706",Special Topics in Dance: HipHop/ Afro Infusion,Kimani Fowlin,"11:50 AM - 01:05 PM TR
 12:30 PM - 03:30 PM R - Final Exam","SIMN HAS
 SIMN HAS - Final Exam",16,15,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: DANC 250 - H 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"DANC 350 Z 
2 cr 
CRN 10746",Special Topics in Dance: Explorations in Spatial Topics,"Kyle deCamp
 Christopher Ceraso
 Rosemary McLaughlin",02:40 PM - 04:40 PM TR,SIMN DNCE,16,9,7,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: 2nd Half Session 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"DSEM 100 C1 
4 cr 
CRN 10752",Origins: The Origins of Infectious Diseases,Brianne Barker,09:10 AM - 10:15 AM MWF,BC 18,16,16,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"DSEM 100 C10 
4 cr 
CRN 10761",Growing up Gendered,Wendy Kolmar,09:10 AM - 10:15 AM MWF,BC 202,16,15,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"DSEM 100 C11 
4 cr 
CRN 10762",Community Service,Amy Koritz,09:10 AM - 10:15 AM MWF,BC 204,16,18,-2,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"DSEM 100 C12 
4 cr 
CRN 10763",Origins: The Power of Light,Bjorg Larson,09:10 AM - 10:15 AM MWF,LC 30,16,16,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"DSEM 100 C13 
4 cr 
CRN 10764",From Plato's Allegory of the Cave to the Matrix,Seung-Kee Lee,09:10 AM - 10:15 AM MWF,BC 216,16,17,-1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"DSEM 100 C14 
4 cr 
CRN 10765","The Good, The Bad and The Ugly:The Social Construction of Attractiveness",Kesha Moore,09:10 AM - 10:15 AM MWF,ARTS 137,16,16,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"DSEM 100 C15 
4 cr 
CRN 10766",The Politician,Philip Mundo,09:10 AM - 10:15 AM MWF,HSC S3A,16,16,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"DSEM 100 C16 
4 cr 
CRN 10767",From Hollywood to Cannes via Ouagadougou: Culture and Politics at Major Film Festivals,Marie-Pascale Pieretti,09:10 AM - 10:15 AM MWF,BC 102,16,17,-1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"DSEM 100 C17 
4 cr 
CRN 10768",Seeing Shakespeare,Kimberly Rhodes,09:10 AM - 10:15 AM MWF,ARTS 106,16,16,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"DSEM 100 C18 
4 cr 
CRN 10769",Latino/a Hollywood,Raul Rosales,09:10 AM - 10:15 AM MWF,HSC S305,16,14,2,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"DSEM 100 C19 
4 cr 
CRN 10770",Community Service,Susan Rosenbloom,09:10 AM - 10:15 AM MWF,HSC S308,16,19,-3,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"DSEM 100 C2 
4 cr 
CRN 10753",Shakespeare: Whodunnit?,James Bazewicz,09:10 AM - 10:15 AM MWF,BC 20,16,17,-1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"DSEM 100 C20 
4 cr 
CRN 10771","Bubbles, Panics, and the Definition of Insanity",Giandomenico Sarolli,09:10 AM - 10:15 AM MWF,BC 203,16,18,-2,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"DSEM 100 C21 
4 cr 
CRN 10772",New York Voices,Hannah Wells,09:10 AM - 10:15 AM MWF,BC 217,16,16,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"DSEM 100 C22 
4 cr 
CRN 10773",Music and Meaning,Trevor Weston,09:10 AM - 10:15 AM MWF,MUS 111,16,16,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"DSEM 100 C23 
4 cr 
CRN 10774",Origins: The Origins of Humankind,Tammy Windfelder,09:10 AM - 10:15 AM MWF,HSC S105,16,16,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"DSEM 100 C3 
4 cr 
CRN 10754",Basic Issues in Medical Ethics,Darrell Cole,09:10 AM - 10:15 AM MWF,HSC S244,16,15,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"DSEM 100 C4 
4 cr 
CRN 10755","Finding America in the Plantation: Food, Music and Popular Culture",Allan Dawson,09:10 AM - 10:15 AM MWF,SEM 212,16,14,2,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"DSEM 100 C5 
4 cr 
CRN 10756",Forty Studies that Changed Psychology,Patrick Dolan,09:10 AM - 10:15 AM MWF,SEM 214,16,15,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"DSEM 100 C6 
4 cr 
CRN 10757",Global Peacebuilding and Leadership,Jonathan Golden,09:10 AM - 10:15 AM MWF,EMB 206,16,16,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"DSEM 100 C7 
4 cr 
CRN 10758",Origins: The Origin of Life in the Universe,Ryan Hinrichs,09:10 AM - 10:15 AM MWF,HSC S139,16,16,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"DSEM 100 C8 
4 cr 
CRN 10759","Exploration, Travel and Tourism",Sandra Jamieson,09:10 AM - 10:15 AM MWF,BC 218,16,14,2,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"DSEM 100 C9 
4 cr 
CRN 10760",International Literatures of Difference,Elizabeth Kimball,09:10 AM - 10:15 AM MWF,LC 16,16,14,2,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"EAP 010 T 
0 cr 
CRN 10855",Writing and Grammar I,Robert Maclachlan,03:00 PM - 04:50 PM MWF,COM 207,8,1,7,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 010 T 
0 cr 
CRN 10855",Writing and Grammer I,Robert Maclachlan,03:00 PM - 04:50 PM MWF,COM 207,8,1,7,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 011 E 
0 cr 
CRN 10856",Reading & Vocabulary I,Gary Sasala,10:00 AM - 11:50 AM MF,COM 207,16,8,8,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: EAP 021 - E 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 012 F 
0 cr 
CRN 10857",Listening & Speaking I,Keeley Thornton,10:00 AM - 11:50 AM TWR,COM 207,16,8,8,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: EAP 022 - F 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 020 T 
0 cr 
CRN 10858",Academic English 2,Robert Maclachlan,03:00 PM - 04:50 PM MWF,COM 207,8,7,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 020 T 
0 cr 
CRN 10858",Writing & Grammar 2,Robert Maclachlan,03:00 PM - 04:50 PM MWF,COM 207,8,7,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 021 E 
0 cr 
CRN 10859",Reading & Vocabulary 2,Gary Sasala,10:00 AM - 11:50 AM MF,COM 207,16,8,8,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: EAP 011 - E 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 022 F 
0 cr 
CRN 10860",Listening & Speaking 2,Keeley Thornton,10:00 AM - 11:50 AM TWR,COM 207,16,8,8,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: EAP 012 - F 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 030 T 
0 cr 
CRN 10863",Academic English 3,Anna MacLachlan,10:00 AM - 11:50 AM MWF,COM 211,15,10,5,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 030 T 
0 cr 
CRN 10863",Writing & Grammar 3,Anna MacLachlan,10:00 AM - 11:50 AM MWF,COM 211,15,10,5,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 031 E 
0 cr 
CRN 10864",Reading & Vocabulary 3,Keeley Thornton,03:00 PM - 04:50 PM TR,COM 211,15,10,5,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 032 J 
0 cr 
CRN 10865",Listening & Speaking 3,Robert Maclachlan,01:00 PM - 02:50 PM MWF,COM 211,15,10,5,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 040 T 
0 cr 
CRN 10869",Academic English 4,Keeley Thornton,03:00 PM - 04:50 PM MWF,COM 211,15,8,7,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 040 T 
0 cr 
CRN 10869",Writing & Grammar 4,Keeley Thornton,03:00 PM - 04:50 PM MWF,COM 211,15,8,7,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 041 F 
0 cr 
CRN 10870",Reading & Vocabulary 4,Anna MacLachlan,10:00 AM - 11:50 AM TR,COM 211,15,8,7,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 042 J 
0 cr 
CRN 10871",Listening & Speaking 4,Gary Sasala,01:00 PM - 02:20 PM MTRF,MLH 114,15,8,7,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 071 J 
0 cr 
CRN 10861",Special Topics I: Pronunciation,Jennifer Ostrega,01:00 PM - 01:50 PM WF,COM 207,8,8,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 071 K 
0 cr 
CRN 10862",Special Topics I: Field Study,Jennifer Ostrega,01:00 PM - 03:50 PM T,COM 207,8,8,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 072 D 
0 cr 
CRN 10867",Special Topics II: English Through Photography,Gary Sasala,09:00 AM - 09:50 AM TR,COM 211,15,10,5,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 072 E 
0 cr 
CRN 10872",Special Topics II: American Cultural Values,Keeley Thornton,09:00 AM - 09:50 AM MW,MLH 116,15,8,7,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 072 E1 
0 cr 
CRN 10873",Special Topics II: Performance Lab,Jennifer Ostrega,10:00 AM - 11:50 AM F,SIMN DNCE,15,8,7,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 072 K 
0 cr 
CRN 10866",Special Topics II: English Through Literature,Anna MacLachlan,01:00 PM - 01:50 PM TR,COM 211,15,10,5,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 101 A 
4 cr 
CRN 10725",English for Academic Purposes I: Reading/Writing,Anna MacLachlan,"08:30 AM - 09:50 AM MWF
 08:30 AM - 11:30 AM M - Final Exam","MLH 114
 MLH 114 - Final Exam",17,14,3,0,"Pre-reqs: EAP 040 FOR LEVEL UG WITH MIN. GRADE OF C 
Co-Reqs: EAP 102 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 101 D 
4 cr 
CRN 10727",English for Academic Purposes I: Reading/Writing,Robert Maclachlan,"10:15 AM - 12:05 PM TR
 12:30 PM - 03:30 PM T - Final Exam","MLH 116
 MLH 116 - Final Exam",17,16,1,0,"Pre-reqs: EAP 040 FOR LEVEL UG WITH MIN. GRADE OF C 
Co-Reqs: EAP 102 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 102 A 
4 cr 
CRN 10729",English for Academic Purposes I: Listening/Speaking,Susan Beddes,"08:30 AM - 09:50 AM MWF
 08:30 AM - 11:30 AM M - Final Exam","COM 211
 COM 211 - Final Exam",17,13,4,0,"Pre-reqs: EAP 040 FOR LEVEL UG WITH MIN. GRADE OF C 
Co-Reqs: EAP 101 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 102 B 
4 cr 
CRN 10730",English for Academic Purposes I: Listening/Speaking,Jennifer Ostrega,"08:00 AM - 09:50 AM TR
 08:30 AM - 11:30 AM T - Final Exam","MLH 114
 MLH 114 - Final Exam",17,12,5,0,"Pre-reqs: EAP 040 FOR LEVEL UG WITH MIN. GRADE OF C 
Co-Reqs: EAP 101 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 201 Z 
4 cr 
CRN 10939",English for Acad Purposes II,Gary Sasala,"03:00 PM - 04:50 PM TR
 07:30 PM - 10:30 PM T - Final Exam","MLH 114
 MLH 114 - Final Exam",17,11,6,0,"Pre-reqs: EAP 101 FOR LEVEL UG WITH MIN. GRADE OF C- 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 202 F 
4 cr 
CRN 10940",Public Speaking,Jennifer Ostrega,"10:15 AM - 12:05 PM TR
 12:30 PM - 03:30 PM T - Final Exam","MLH 114
 MLH 114 - Final Exam",17,7,10,0,"Pre-reqs: EAP 102 FOR LEVEL UG WITH MIN. GRADE OF C- 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"ECON 101 D 
4 cr 
CRN 10575","Economic Principles: Microeconomics
CLA-Breadth/Social Science
CLA-Quantitative","Bernard Smith
 Miao Chi","09:00 AM - 10:15 AM TR
 08:30 AM - 11:30 AM R - Final Exam","BC 218
 BC 218 - Final Exam",25,24,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ECON 101 E 
4 cr 
CRN 10354","Economic Principles: Microeconomics
CLA-Breadth/Social Science
CLA-Quantitative",Fred Curtis,"10:25 AM - 11:30 AM MWF
 12:30 PM - 03:30 PM M - Final Exam","BC 101
 BC 101 - Final Exam",30,31,-1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ECON 101 G 
4 cr 
CRN 10355","Economic Principles: Microeconomics
CLA-Breadth/Social Science
CLA-Quantitative",Maliha Safri,"11:50 AM - 01:05 PM MW
 12:30 PM - 03:30 PM W - Final Exam","LC 28
 LC 28 - Final Exam",30,29,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ECON 101 J 
4 cr 
CRN 10665","Economic Principles: Microeconomics
CLA-Breadth/Social Science
CLA-Quantitative",Fred Curtis,"01:15 PM - 02:20 PM MWF
 04:00 PM - 07:00 PM M - Final Exam","BC 120
 BC 120 - Final Exam",25,25,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ECON 101 T 
4 cr 
CRN 10356","Economic Principles: Microeconomics
CLA-Breadth/Social Science
CLA-Quantitative",Miao Chi,"02:40 PM - 03:55 PM MW
 07:30 PM - 10:30 PM M - Final Exam","BC 117
 BC 117 - Final Exam",30,30,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ECON 102 E 
4 cr 
CRN 10357","Economic Principles: Macroeconomics
CLA-Breadth/Social Science
CLA-Quantitative",Bernard Smith,"10:25 AM - 11:30 AM MWF
 12:30 PM - 03:30 PM M - Final Exam","BC 120
 BC 120 - Final Exam",30,30,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ECON 102 G 
4 cr 
CRN 10358","Economic Principles: Macroeconomics
CLA-Breadth/Social Science
CLA-Quantitative",Bernard Smith,"11:50 AM - 12:55 PM MWF
 12:30 PM - 03:30 PM W - Final Exam","BC 201
 BC 201 - Final Exam",30,26,4,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
