Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"CHIN 300 X 
2 cr 
CRN 30324","Ind. Study: Chinese
CLA-Foreign Language",,-,,5,0,5,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"CHIN 311 T 
4 cr 
CRN 30325",Advanced Chinese Translation,Ping Li,"03:00 PM - 04:05 PM MWF
 04:00 PM - 07:00 PM F - Final Exam","BC 102
 BC 102 - Final Exam",15,13,2,0,"Pre-reqs: CHIN 301 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"CLAS 215 J 
4 cr 
CRN 30269","Classical Mythology
CLA-Breadth/Humanities",Emily Fairey,"01:45 PM - 03:00 PM MW
 04:00 PM - 07:00 PM M - Final Exam","BC 201
 BC 201 - Final Exam",45,25,20,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CLAS 260 T 
2 cr 
CRN 30915","Decadence in Ancient Rome: Crowds, Criminals and Crazy Emperors
CLA-Breadth/Humanities
CLA-Diversity International
CLA-Writing Intensive",Emily Fairey,"03:10 PM - 04:20 PM MW
 04:00 PM - 07:00 PM F - Final Exam","BC 201
 BC 201 - Final Exam",25,5,20,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: 2nd Half Session 
Final Exam:"
"CLAS 300 X 
2 cr 
CRN 30688",Ind. Study: Classics,,,,0,0,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"CLAS 300 X1 
2 cr 
CRN 30829",Ind. Study: Classics,,,,0,0,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CLAS 310 K 
2 cr 
CRN 30271","Current Controversies in Classics
CLA-Writing in the Major",John Lenz,"01:45 PM - 03:00 PM R
 04:00 PM - 07:00 PM R - Final Exam","BC 118
 BC 118 - Final Exam",8,3,5,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CLAS 336 D 
4 cr 
CRN 30161","Foundations of the European Intellectual Tradition
CLA-Breadth/Humanities",John Lenz,"09:25 AM - 10:40 AM TR
 12:30 PM - 03:30 PM R - Final Exam","BC 215
 BC 204 - Final Exam",20,14,6,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: HIST 336 - D 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CLAS 400 X 
4 cr 
CRN 30272","Research Project in Classics
CLA-Capstone",John Lenz,-,,0,0,0,0,"Pre-reqs: CLAS 310 FOR LEVEL UG WITH MIN. GRADE OF C- OR CLAS 128X FOR LEVEL UG WITH MIN. GRADE OF C- 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CLAS 400 X1 
4 cr 
CRN 30821","Research Project in Classics
CLA-Capstone",John Lenz,-,,1,1,0,0,"Pre-reqs: CLAS 310 FOR LEVEL UG WITH MIN. GRADE OF C- OR CLAS 128X FOR LEVEL UG WITH MIN. GRADE OF C- 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"CMHR 102 G01 
1 cr 
CRN 30483",The Common Hour,Jonathan Golden,12:15 PM - 01:05 PM W,BC 215,18,14,4,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CMHR 102 G02 
1 cr 
CRN 30486",The Common Hour,Emanuele Occhipinti,12:15 PM - 01:05 PM W,BC 102,18,12,6,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CMHR 102 G03 
1 cr 
CRN 30489",The Common Hour,Sangay Mishra,12:15 PM - 01:05 PM W,BC 13A,18,6,12,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CMHR 102 G04 
1 cr 
CRN 30492",The Common Hour,Maria Masucci,12:15 PM - 01:05 PM W,BC 20,18,13,5,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CMHR 102 G05 
1 cr 
CRN 30496",The Common Hour,Linda Van Blerkom,12:15 PM - 01:05 PM W,HSC S305,18,14,4,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CMHR 102 G06 
1 cr 
CRN 30500",The Common Hour,Rebecca Soderholm,12:15 PM - 01:05 PM W,ARTS 137,18,18,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CMHR 102 G07 
1 cr 
CRN 30507",The Common Hour,Marguerite Keane,12:15 PM - 01:05 PM W,ARTS 105,18,17,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CMHR 102 G08 
1 cr 
CRN 30509",The Common Hour,Tammy Windfelder,12:15 PM - 01:05 PM W,BC 204,18,18,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CMHR 102 G09 
1 cr 
CRN 30511",The Common Hour,Molly Crowther,12:15 PM - 01:05 PM W,MEA 11,18,15,3,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CMHR 102 G10 
1 cr 
CRN 30514",The Common Hour,John Lenz,12:15 PM - 01:05 PM W,BC 101,18,17,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CMHR 102 G11 
1 cr 
CRN 30517",The Common Hour,Steve Surace,12:15 PM - 01:05 PM W,SEM 210,18,12,6,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CMHR 102 G12 
1 cr 
CRN 30518",The Common Hour,Leslie Sprout,12:15 PM - 01:05 PM W,MUS 111,18,16,2,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CMHR 102 G13 
1 cr 
CRN 30519",The Common Hour,Bjorg Larson,12:15 PM - 01:05 PM W,BC 216,18,15,3,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CMHR 102 G14 
1 cr 
CRN 30520",The Common Hour,Jason Jordan,12:15 PM - 01:05 PM W,LC 16,18,17,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CMHR 102 G15 
1 cr 
CRN 30521",The Common Hour,Jinee Lokaneeta,12:15 PM - 01:05 PM W,BC 202,18,16,2,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CMHR 102 G17 
1 cr 
CRN 30522",The Common Hour,George-Harold Jennings,12:15 PM - 01:05 PM W,HSC S244,18,15,3,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CMHR 102 G18 
1 cr 
CRN 30523",The Common Hour,"Stewart Robinette
 Michelle Brisson",12:15 PM - 01:05 PM W,BC 18,18,13,5,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CMHR 102 G19 
1 cr 
CRN 30524",The Common Hour,Jonathan Reader,12:15 PM - 01:05 PM W,SEM 109,18,18,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CMHR 102 G20 
1 cr 
CRN 30525",The Common Hour,Amy Koritz,12:15 PM - 01:05 PM W,SEM 116,16,15,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"CSCI 117 E 
4 cr 
CRN 30082","Introduction to Computers and Computing
CLA-Quantitative",Emily Hill,"10:50 AM - 11:55 AM MWF
 12:30 PM - 03:30 PM F - Final Exam","BC 21
 BC 21 - Final Exam",40,30,10,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CSCI 151 C 
4 cr 
CRN 30083","Object Oriented Prog. in Java
CLA-Quantitative",Emily Hill,"09:25 AM - 10:30 AM MWF
 08:30 AM - 11:30 AM M - Final Exam","HSC S4
 HSC HSC -S4 - Final Exam",40,25,15,0,"Pre-reqs: (CSCI 117 FOR LEVEL UG WITH MIN. GRADE OF C- OR CSCI 1AX FOR LEVEL UG WITH MIN. GRADE OF C-) OR (CSCI 115 FOR LEVEL UG WITH MIN. GRADE OF C- OR CSCI 1X FOR LEVEL UG WITH MIN. GRADE OF C-) 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CSCI 151 C 
4 cr 
CRN 30083","Object Oriented Programming
CLA-Quantitative",Emily Hill,"09:25 AM - 10:30 AM MWF
 08:30 AM - 11:30 AM M - Final Exam","HSC S4
 HSC HSC -S4 - Final Exam",40,25,15,0,"Pre-reqs: (CSCI 117 FOR LEVEL UG WITH MIN. GRADE OF C- OR CSCI 1AX FOR LEVEL UG WITH MIN. GRADE OF C-) OR (CSCI 115 FOR LEVEL UG WITH MIN. GRADE OF C- OR CSCI 1X FOR LEVEL UG WITH MIN. GRADE OF C-) 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CSCI 190 E 
4 cr 
CRN 30084",Introductory Topics in Information Technology,Steven Kass,"10:50 AM - 11:55 AM MWF
 12:30 PM - 03:30 PM F - Final Exam","LC 30
 BC 20 - Final Exam",30,15,15,0,"Pre-reqs: CSCI 117 FOR LEVEL UG WITH MIN. GRADE OF C- 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CSCI 300 X 
1 cr 
CRN 30689",Independent Study in Computer Science,,,,0,0,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CSCI 300 X1 
1 cr 
CRN 31007",Independent Study in Computer Science,Emily Hill,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"CSCI 320 C 
4 cr 
CRN 30085",Systems Programming and Tools,Steven Kass,"09:25 AM - 10:30 AM MWF
 08:30 AM - 11:30 AM M - Final Exam","BC 21
 BC 21 - Final Exam",20,10,10,0,"Pre-reqs: CSCI 151 FOR LEVEL UG WITH MIN. GRADE OF C- OR CSCI 2X FOR LEVEL UG WITH MIN. GRADE OF C- 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CSCI 340 J 
4 cr 
CRN 30086",Software Engineering,Emily Hill,"01:45 PM - 02:50 PM MWF
 04:00 PM - 07:00 PM M - Final Exam","BC 21
 BC 21 - Final Exam",25,11,14,0,"Pre-reqs: (CSCI 320 FOR LEVEL UG WITH MIN. GRADE OF C- OR CSCI 100X FOR LEVEL UG WITH MIN. GRADE OF C-) AND (CSCI 210 FOR LEVEL UG WITH MIN. GRADE OF C- OR CSCI 10X FOR LEVEL UG WITH MIN. GRADE OF C-) AND (MATH 117 FOR LEVEL UG WITH MIN. GRADE OF C- OR MATH 3X FOR LEVEL UG WITH MIN. GRADE OF C-) 
Co-Reqs: 
Cross Listed: CSCI 400 - J 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CSCI 400 J 
4 cr 
CRN 30087","Applications of Computing to Other Disciplines
CLA-Capstone
CLA-Writing in the Major",Emily Hill,"01:45 PM - 02:50 PM MWF
 04:00 PM - 07:00 PM M - Final Exam","BC 21
 BC 21 - Final Exam",25,11,14,0,"Pre-reqs: (CSCI 320 FOR LEVEL UG WITH MIN. GRADE OF C- OR CSCI 100X FOR LEVEL UG WITH MIN. GRADE OF C-) AND (CSCI 210 FOR LEVEL UG WITH MIN. GRADE OF C- OR CSCI 10X FOR LEVEL UG WITH MIN. GRADE OF C-) AND (MATH 117 FOR LEVEL UG WITH MIN. GRADE OF C- OR MATH 3X FOR LEVEL UG WITH MIN. GRADE OF C-) AND (CSCI 230 OR CSCI 25X ) AND (CSCI 220 OR CSCI 23X ) 
Co-Reqs: 
Cross Listed: CSCI 340 - J 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CSCI 411 X 
4 cr 
CRN 30859","Recommending Learning Resources for Computer Science Students
CLA-Capstone
CLA-Writing Intensive",Emily Hill,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"CSEM 102 LN 
4 cr 
CRN 30296",College Seminar II,Elizabeth Kimball,04:30 PM - 05:45 PM MW,HSC S142,18,11,7,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"DANC 101 H 
2 cr 
CRN 30577","Beginning Movement Studies
CLA-Breadth/Arts","Rosemary McLaughlin
 Kimani Fowlin",12:15 PM - 01:30 PM TR,SIMN DNCE,20,20,0,1,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"DANC 201 F 
2 cr 
CRN 30578","Intermediate Movement Studies
CLA-Breadth/Arts","Rosemary McLaughlin
 Kimani Fowlin",10:50 AM - 11:55 AM TR,SIMN DNCE,16,9,7,0,"Pre-reqs: DANC 101 OR DANC 2X 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"DANC 250 E 
4 cr 
CRN 30579",Special Topics in Dance: Ballet,"Rosemary McLaughlin
 Kristi Azaroff","10:50 AM - 01:30 PM W
 12:30 PM - 12:30 PM F - Final Exam","SIMN DNCE
 SIMN DNCE - Final Exam",16,10,6,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: DANC 350 - E 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"DANC 300 X 
1 cr 
CRN 30581",Ind. Study: Dance,Rosemary McLaughlin,-,,1,0,1,0,"Pre-reqs: DANC 322 OR DANC 123X 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"DANC 322 K 
2 cr 
CRN 30582",Choreography and Performance Studies,"Rosemary McLaughlin
 Kimani Fowlin",01:45 PM - 03:00 PM TR,SIMN DNCE,16,7,9,0,"Pre-reqs: DANC 101 OR DANC 2X 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"DANC 322 K 
4 cr 
CRN 30582",Choreography and Performance Studies,"Rosemary McLaughlin
 Kimani Fowlin",01:45 PM - 03:00 PM TR,SIMN DNCE,16,7,9,0,"Pre-reqs: DANC 101 OR DANC 2X 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"DANC 350 E 
4 cr 
CRN 30580",Special Topics in Dance: Ballet,"Rosemary McLaughlin
 Kristi Azaroff",10:50 AM - 01:30 PM W,SIMN DNCE,16,10,6,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: DANC 250 - E 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"DREW 101 X 
0 cr 
CRN 30902",Full-Time Tuition Designation,Leslie Sutton-Smith,-,,100,0,100,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"EAP 010EA E 
0 cr 
CRN 30973",Elective 1: Accuracy,Anna MacLachlan,"11:15 AM - 12:45 PM MW
 12:30 PM - 03:30 PM M - Final Exam","COM PRES
 HSC HSC -S224 - Final Exam",18,2,16,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 010EB J 
0 cr 
CRN 30974",Elective II: Pronunciation,Jennifer Ostrega,"02:00 PM - 03:30 PM WF
 04:00 PM - 07:00 PM M - Final Exam","COM PRES
 HSC HSC -S224 - Final Exam",18,2,16,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 010EC E 
0 cr 
CRN 30990",Elective III: Performance Lab,Jennifer Ostrega,"11:15 AM - 12:45 PM F
 12:30 PM - 03:30 PM F - Final Exam","COM PRES
 HSC HSC -S224 - Final Exam",18,2,16,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 010ED J 
0 cr 
CRN 30991",Elective IV: American Culture,Susan Beddes,"02:00 PM - 03:30 PM M
 04:00 PM - 07:00 PM M - Final Exam","COM PRES
 HSC HSC -S52 - Final Exam",18,2,16,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 010EE J 
0 cr 
CRN 30995",Elective V: Field Study,Anna MacLachlan,02:00 PM - 03:30 PM T,COM 207,18,2,16,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 010LS D 
0 cr 
CRN 30968",Academic English 1 Listening and Speaking,Anna MacLachlan,"09:30 AM - 11:00 AM TR
 12:30 PM - 03:30 PM R - Final Exam","COM PRES
 HSC HSC -S224 - Final Exam",18,2,16,0,"Pre-reqs: 
Co-Reqs: EAP 010RW 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 010RW D 
0 cr 
CRN 30969",Academic English 1 Reading and Writing,Gary Sasala,"09:30 AM - 11:00 AM MWF
 08:30 AM - 11:30 AM M - Final Exam","COM PRES
 HSC HSC -S224 - Final Exam",18,2,16,0,"Pre-reqs: 
Co-Reqs: EAP 010LS 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 020EA E 
0 cr 
CRN 30976",Elective I: Accuracy,Anna MacLachlan,"11:15 AM - 12:45 PM MW
 12:30 PM - 03:30 PM M - Final Exam","COM PRES
 SEM 12 - Final Exam",18,4,14,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 020EB J 
0 cr 
CRN 30977",Elective II: Pronunciation,Jennifer Ostrega,"02:00 PM - 03:30 PM WF
 04:00 PM - 07:00 PM M - Final Exam","COM PRES
 SEM 12 - Final Exam",18,4,14,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 020EC E 
0 cr 
CRN 30996",Elective III: Performance Lab,Jennifer Ostrega,"11:15 AM - 12:45 PM F
 12:30 PM - 03:30 PM F - Final Exam","COM PRES
 SEM 12 - Final Exam",18,4,14,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 020ED J 
0 cr 
CRN 30997",Elective IV: American Culture,Susan Beddes,"02:00 PM - 03:30 PM M
 04:00 PM - 07:00 PM M - Final Exam","COM PRES
 SEM 213 - Final Exam",18,4,14,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 020EE K 
0 cr 
CRN 30998",Elective IV: Field Work,Anna MacLachlan,02:00 PM - 03:30 PM T,COM 207,18,4,14,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 020LS D 
0 cr 
CRN 30972",Academic English 2 Listening and Speaking,Anna MacLachlan,"09:30 AM - 11:00 AM TR
 12:30 PM - 03:30 PM R - Final Exam","COM 207
 SEM 12 - Final Exam",18,4,14,0,"Pre-reqs: 
Co-Reqs: EAP 020RW 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 020RW D 
0 cr 
CRN 30983",Academic English 2 Reading and Writing,Gary Sasala,"09:30 AM - 11:00 AM MWF
 08:30 AM - 11:30 AM M - Final Exam",SEM 12 - Final Exam,18,4,14,0,"Pre-reqs: 
Co-Reqs: EAP 020LS 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 030EA C 
0 cr 
CRN 30984",Elective I: Accuracy,Anna MacLachlan,"09:30 AM - 11:00 AM MF
 08:30 AM - 11:30 AM M - Final Exam","COM 207
 HSC HSC -S52 - Final Exam",18,10,8,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 030EB F 
0 cr 
CRN 30985",Elective II: Presentation Power,Jennifer Ostrega,"11:15 AM - 12:45 PM TR
 08:30 AM - 11:30 AM T - Final Exam","COM PRES
 HSC HSC -S224 - Final Exam",18,10,8,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 030EC E 
0 cr 
CRN 30999",Elective III: Performance Power,Jennifer Ostrega,"11:15 AM - 12:45 PM F
 12:30 PM - 03:30 PM F - Final Exam","COM PRES
 SEM 215 - Final Exam",18,10,8,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 030ED J 
0 cr 
CRN 31000",Elective III: Current News,Gary Sasala,"02:00 PM - 03:30 PM WF
 04:00 PM - 07:00 PM M - Final Exam","COM 207
 HSC HSC -S206 - Final Exam",18,10,8,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 030LS E 
0 cr 
CRN 30982",Academic English 3 Listening and Speaking,Gary Sasala,"11:15 AM - 12:45 PM MW
 12:30 PM - 03:30 PM M - Final Exam","COM 207
 SEM 215 - Final Exam",18,10,8,0,"Pre-reqs: 
Co-Reqs: EAP 030RW 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 030RW D 
0 cr 
CRN 31008",Academic English 3 Reading and Writing,Jennifer Ostrega,09:30 AM - 11:00 AM TWR,COM 207,18,9,9,0,"Pre-reqs: 
Co-Reqs: EAP 030LS 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 040EA C 
0 cr 
CRN 30988",Elective I: Accuracy,Anna MacLachlan,"09:30 AM - 11:00 AM MF
 08:30 AM - 11:30 AM M - Final Exam","COM 207
 SEM 213 - Final Exam",18,5,13,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 040EB F 
0 cr 
CRN 30989",Elective II: Presentation Power,Jennifer Ostrega,"11:15 AM - 12:45 PM TR
 08:30 AM - 11:30 AM T - Final Exam","COM PRES
 SEM 215 - Final Exam",18,5,13,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 040EC E 
0 cr 
CRN 31001",Elective III: Performance Lab,Jennifer Ostrega,"11:15 AM - 12:45 PM F
 12:30 PM - 03:30 PM F - Final Exam","COM PRES
 HSC HSC -S52 - Final Exam",18,5,13,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 040ED J 
0 cr 
CRN 31002",Elective IV: Current News,Gary Sasala,"02:00 PM - 03:30 PM WF
 04:00 PM - 07:00 PM M - Final Exam","COM 207
 HSC HSC- S229 - Final Exam",18,5,13,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 040LS E 
0 cr 
CRN 30986",Academic English 4 Listening and Speaking,Gary Sasala,"11:15 AM - 12:45 PM MW
 12:30 PM - 03:30 PM M - Final Exam","COM 207
 HSC HSC -S52 - Final Exam",18,4,14,0,"Pre-reqs: 
Co-Reqs: EAP 040RW 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 040RW D 
0 cr 
CRN 30987",Academic English 4 Reading and Writing,Jennifer Ostrega,09:30 AM - 11:00 AM TWR,COM 207,18,5,13,0,"Pre-reqs: 
Co-Reqs: EAP 040LS 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 101 A 
4 cr 
CRN 30978",English for Academic Purposes I: Reading/Writing,Anna MacLachlan,"07:45 AM - 09:15 AM MWF
 08:30 AM - 11:30 AM F - Final Exam","BC 118
 BC 118 - Final Exam",18,16,2,0,"Pre-reqs: EAP 050 FOR LEVEL UG WITH MIN. GRADE OF C 
Co-Reqs: EAP 102 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 102 B 
4 cr 
CRN 30979",English for Academic Purposes I: Listening/Speaking,Susan Beddes,"07:45 AM - 09:15 AM TR
 08:30 AM - 11:30 AM R - Final Exam","COM 207
 HSC HSC -S224 - Final Exam",18,14,4,0,"Pre-reqs: 
Co-Reqs: EAP 101 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 201 A 
4 cr 
CRN 30807",English for Acad Purposes II,Gary Sasala,"07:45 AM - 09:15 AM MWF
 08:30 AM - 11:30 AM F - Final Exam","COM PRES
 HSC HSC -S224 - Final Exam",18,15,3,0,"Pre-reqs: EAP 101 FOR LEVEL UG WITH MIN. GRADE OF C- 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 202 K 
4 cr 
CRN 30849",Public Speaking,Jennifer Ostrega,"01:30 PM - 03:15 PM TR
 04:00 PM - 07:00 PM R - Final Exam","COM PRES
 HSC HSC -S224 - Final Exam",18,15,3,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"ECON 101 D 
4 cr 
CRN 30783","Economic Principles: Microeconomics
CLA-Breadth/Social Science
CLA-Quantitative",Sharri Byron,"09:25 AM - 10:40 AM TR
 12:30 PM - 03:30 PM R - Final Exam","BC 201
 BC 201 - Final Exam",25,24,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
