Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"DSEM 100 C10 
4 cr 
CRN 10444","Drew Seminar: Understanding the 2016 Presidential Election
College Seminar Requirement",Patrick McGuinn,09:10 AM - 10:15 AM MWF,BC 102,16,15,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"DSEM 100 C11 
4 cr 
CRN 10447","Drew Seminar: Reproduction in the 21st Century: Beyond the Birds and the Bees
College Seminar Requirement",Christina McKittrick,09:10 AM - 10:15 AM MWF,HSC S305,16,16,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"DSEM 100 C13 
4 cr 
CRN 10451","Drew Seminar: America and the World
College Seminar Requirement",Philip Mundo,09:10 AM - 10:15 AM MWF,BC 117,16,16,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"DSEM 100 C14 
4 cr 
CRN 10453","Drew Seminar: Eataly: Food in Italian Culture
College Seminar Requirement",Emanuele Occhipinti,09:10 AM - 10:15 AM MWF,BC 118,16,16,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"DSEM 100 C15 
4 cr 
CRN 10457","Drew Seminar: Shaping America: History and Culture of Asia in the U.S.
College Seminar Requirement",Karen Pechilis,09:10 AM - 10:15 AM MWF,BC 215,16,16,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"DSEM 100 C17 
4 cr 
CRN 10462","Drew Seminar: Artful Shakespeare
College Seminar Requirement",Kimberly Rhodes,09:10 AM - 10:15 AM MWF,ARTS 105,16,15,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"DSEM 100 C18 
4 cr 
CRN 10463","Drew Seminar: Latino/a Hollywood
College Seminar Requirement",Raul Rosales,09:10 AM - 10:15 AM MWF,BC 120,16,14,2,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"DSEM 100 C2 
4 cr 
CRN 10425","Drew Seminar: Global Peacebuilding and Interfaith Leadership
College Seminar Requirement",Jonathan Golden,09:10 AM - 10:15 AM MWF,BC 217,16,17,-1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"DSEM 100 C20 
4 cr 
CRN 10475","Drew Seminar: Exposure Values: Questions in Contemporary Photography
College Seminar Requirement",Rebecca Soderholm,09:10 AM - 10:15 AM MWF,ARTS 106,16,15,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"DSEM 100 C21 
4 cr 
CRN 10481","Drew Seminar: One Hundred Years of Sound Technology and Recorded Music
College Seminar Requirement",Leslie Sprout,09:10 AM - 10:15 AM MWF,MUS 111,16,16,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"DSEM 100 C22 
4 cr 
CRN 10484","Drew Seminar: Rotten English: How Race Matters in Language
College Seminar Requirement",Elizabeth Kimball,09:10 AM - 10:15 AM MWF,SIT 101,16,16,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"DSEM 100 C23 
4 cr 
CRN 10487","Drew Seminar: The Good, The Bad and The Ugly: The Social Construction of Attractiveness
College Seminar Requirement",Kesha Moore,09:10 AM - 10:15 AM MWF,HSC S3B,16,16,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"DSEM 100 C24 
4 cr 
CRN 10489","Drew Seminar: Who's In Charge?
College Seminar Requirement",Jonathan Reader,09:10 AM - 10:15 AM MWF,LC 30,16,14,2,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"DSEM 100 C25 
4 cr 
CRN 10840","Drew Seminar: Immigrant New York: People, Politics, and Culture
College Seminar Requirement",Sangay Mishra,09:10 AM - 10:15 AM MWF,BC 201,16,16,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"DSEM 100 C3 
4 cr 
CRN 10426","Drew Seminar: Great [fictional] Villains
College Seminar Requirement",James Hala,09:10 AM - 10:15 AM MWF,BC 218,16,17,-1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"DSEM 100 C4 
4 cr 
CRN 10427","Drew Seminar: The Origin of Life
College Seminar Requirement",Ryan Hinrichs,09:10 AM - 10:15 AM MWF,HSC S308,16,15,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"DSEM 100 C5 
4 cr 
CRN 10428","Drew Seminar: Community Service
College Seminar Requirement",Sandra Jamieson,09:10 AM - 10:15 AM MWF,BC 20,16,16,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"DSEM 100 C6 
4 cr 
CRN 10430","Drew Seminar: Growing Up Gendered
College Seminar Requirement",Wendy Kolmar,09:10 AM - 10:15 AM MWF,BC 204,16,15,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"DSEM 100 C7 
4 cr 
CRN 10434","Drew Seminar: Community Service
College Seminar Requirement",Amy Koritz,09:10 AM - 10:15 AM MWF,BC 101,16,17,-1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"DSEM 100 C8 
4 cr 
CRN 10439","Drew Seminar: Searching for Hamlet: on the page, stage and screen
College Seminar Requirement",Daniel LaPenta,09:10 AM - 10:15 AM MWF,ARTS 137,16,12,4,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"DSEM 100 C9 
4 cr 
CRN 10442","Drew Seminar: The Power of Light
College Seminar Requirement",Bjorg Larson,09:10 AM - 10:15 AM MWF,HSC S139,16,14,2,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"EAP 010 E 
0 cr 
CRN 10303",Writing and Grammar I,Robert Maclachlan,10:00 AM - 11:50 AM MWF,TIL 206,6,6,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: EAP 020 - E 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"EAP 010 E 
0 cr 
CRN 10303",Writing and Grammer I,Robert Maclachlan,10:00 AM - 11:50 AM MWF,TIL 206,6,6,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: EAP 020 - E 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"EAP 011 F 
0 cr 
CRN 10305",Reading & Vocabulary I,Anna MacLachlan,10:00 AM - 11:50 AM TR,TIL 206,6,6,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: EAP 021 - F 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"EAP 012 J 
0 cr 
CRN 10306",Listening & Speaking I,Mohamad Nikoui-Tehrani,01:00 PM - 02:50 PM MWF,TIL 206,6,6,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: EAP 022 - J 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"EAP 020 E 
0 cr 
CRN 10307",Academic English 2,Robert Maclachlan,10:00 AM - 11:50 AM MWF,TIL 206,6,6,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: EAP 010 - E 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"EAP 020 E 
0 cr 
CRN 10307",Writing & Grammar 2,Robert Maclachlan,10:00 AM - 11:50 AM MWF,TIL 206,6,6,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: EAP 010 - E 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"EAP 021 F 
0 cr 
CRN 10308",Reading & Vocabulary 2,Anna MacLachlan,10:00 AM - 11:50 AM TR,TIL 206,6,6,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: EAP 011 - F 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"EAP 022 J 
0 cr 
CRN 10310",Listening & Speaking 2,Mohamad Nikoui-Tehrani,01:00 PM - 02:50 PM MWF,TIL 206,6,6,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: EAP 012 - J 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"EAP 030 E 
0 cr 
CRN 10309",Academic English 3,Mohamad Nikoui-Tehrani,10:00 AM - 11:50 AM MWF,TIL 204,16,9,7,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"EAP 030 E 
0 cr 
CRN 10309",Writing & Grammar 3,Mohamad Nikoui-Tehrani,10:00 AM - 11:50 AM MWF,TIL 204,16,9,7,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"EAP 031 ZM 
0 cr 
CRN 10311",Reading & Vocabulary 3,Keeley Thornton,10:00 AM - 11:50 AM TR,TIL 204,16,9,7,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"EAP 032 J 
0 cr 
CRN 10312",Listening & Speaking 3,Robert Maclachlan,01:00 PM - 02:50 PM MWF,TIL 204,16,9,7,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"EAP 040 E 
0 cr 
CRN 10313",Academic English 4,Anna MacLachlan,10:00 AM - 11:50 AM MWF,TIL 205,16,10,6,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"EAP 040 E 
0 cr 
CRN 10313",Writing & Grammar 4,Anna MacLachlan,10:00 AM - 11:50 AM MWF,TIL 205,16,10,6,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"EAP 041 ZM 
0 cr 
CRN 10316",Reading & Vocabulary 4,Mohamad Nikoui-Tehrani,10:00 AM - 11:50 AM TR,TIL 205,16,9,7,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"EAP 042 JK 
0 cr 
CRN 10317",Listening & Speaking 4,Anna MacLachlan,08:00 AM - 09:50 AM MWF,TIL 205,16,10,6,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"EAP 071 K 
0 cr 
CRN 10320",Special Topics I: Pronunciation,Jennifer Ostrega,01:00 PM - 01:50 PM TR,TIL 203,16,15,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"EAP 071 T 
0 cr 
CRN 10321",Special Topics I: American Studies,Anna MacLachlan,09:00 AM - 09:50 AM TR,TIL 205,16,15,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"EAP 072 C 
0 cr 
CRN 10325",Special Topics II,,09:00 AM - 09:50 AM MW,TIL 204,16,0,16,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"EAP 072 D 
0 cr 
CRN 10327",Special Topics II,,09:00 AM - 09:50 AM TR,TIL 204,16,0,16,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"EAP 072 J 
0 cr 
CRN 10326",Special Topics II: Performance Lab,Jennifer Ostrega,01:00 PM - 02:50 PM W,TIL 203,16,9,7,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"EAP 072 T 
0 cr 
CRN 10328",Special Topics II: Debate,Keeley Thornton,03:00 PM - 03:50 PM MW,TIL 204,16,9,7,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"EAP 101 F 
4 cr 
CRN 10331",English for Academic Purposes I: Reading and Writing,Robert Maclachlan,10:00 AM - 11:40 AM TR,TIL 203,16,15,1,0,"Pre-reqs: EAP 040 FOR LEVEL UG WITH MIN. GRADE OF C 
Co-Reqs: EAP 102 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"EAP 101 ZM 
4 cr 
CRN 10332",English for Academic Purposes I: Reading and Writing,Keeley Thornton,03:00 PM - 04:50 PM TR,TIL 101,16,13,3,0,"Pre-reqs: EAP 040 FOR LEVEL UG WITH MIN. GRADE OF C 
Co-Reqs: EAP 102 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"EAP 102 A1 
4 cr 
CRN 10337",English for Academic Purposes I: Listening and Speaking,Jennifer Ostrega,10:00 AM - 11:40 AM TR,TIL 101,16,9,7,0,"Pre-reqs: EAP 042 FOR LEVEL UG WITH MIN. GRADE OF C 
Co-Reqs: EAP 101 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"EAP 102 B 
4 cr 
CRN 10335",English for Academic Purposes I: Listening and Speaking,Jennifer Ostrega,08:00 AM - 09:50 AM TR,TIL 101,16,13,3,0,"Pre-reqs: EAP 042 FOR LEVEL UG WITH MIN. GRADE OF C 
Co-Reqs: EAP 101 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"EAP 201 ZM 
4 cr 
CRN 10338",English for Academic Purposes II: Reading and Writing,Anna MacLachlan,03:00 PM - 04:50 PM TR,TIL 203,16,15,1,0,"Pre-reqs: EAP 101 FOR LEVEL UG WITH MIN. GRADE OF C- 
Co-Reqs: 
Cross Listed: EAP 060 - GJT 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"EAP 202 L 
4 cr 
CRN 10340",English for Academic Purposes: Public Speaking,Keeley Thornton,04:00 PM - 05:50 PM MW,TIL 203,16,12,4,0,"Pre-reqs: EAP 102 FOR LEVEL UG WITH MIN. GRADE OF C- 
Co-Reqs: 
Cross Listed: EAP 062 - L 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"ECON 101 J 
4 cr 
CRN 10408","Economic Principles: Microeconomics
CLA-Breadth/Social Science
CLA-Quantitative",Miao Chi,"01:15 PM - 02:30 PM MW
 04:00 PM - 07:00 PM M - Final Exam","BC 218
 BC 218 - Final Exam",40,40,0,1,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ECON 101 T 
4 cr 
CRN 10409","Economic Principles: Microeconomics
CLA-Breadth/Social Science
CLA-Quantitative",Miao Chi,"02:40 PM - 03:55 PM MW
 07:30 PM - 10:30 PM W - Final Exam","BC 117
 BC 117 - Final Exam",29,29,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ECON 102 F 
4 cr 
CRN 10415","Economic Principles: Macroeconomics
CLA-Breadth/Social Science
CLA-Quantitative",Bernard Smith,"10:25 AM - 11:40 AM TR
 12:30 PM - 03:30 PM T - Final Exam","BC 21
 BC 21 - Final Exam",36,35,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ECON 102 Z 
4 cr 
CRN 10412","Economic Principles: Macroeconomics
CLA-Breadth/Social Science
CLA-Quantitative",Bernard Smith,"02:40 PM - 03:55 PM TR
 07:30 PM - 10:30 PM R - Final Exam","BC 117
 BC 117 - Final Exam",30,29,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ECON 241 Z 
4 cr 
CRN 10488","Global Economy
CLA-Diversity International",Jennifer Olmsted,"02:40 PM - 03:55 PM TR
 07:30 PM - 10:30 PM R - Final Exam","BC 201
 BC 201 - Final Exam",25,30,-5,2,"Pre-reqs: ECON 101 OR ECON 5X 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ECON 242 K 
4 cr 
CRN 10486",International Business,Maha Mourad,"01:15 PM - 02:30 PM TR
 04:00 PM - 07:00 PM T - Final Exam","BC 117
 BC 120 - Final Exam",25,23,2,0,"Pre-reqs: (ECON 101 OR ECON 5X ) AND (ECON 102 OR ECON 6X ) 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ECON 250 X 
4 cr 
CRN 10673","Selected Topics in Economics: Behavioral Economics
CLA-Civic Engagement OLD
CLA-Off Campus Experience",Giandomenico Sarolli,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ECON 300 X 
4 cr 
CRN 11067",US Immigrant Spending Behavior,Miao Chi,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ECON 300 X1 
1 cr 
CRN 11070",Can the Green Bond Market become a Mature Market?,Jennifer Kohn,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ECON 300 X1 
2 cr 
CRN 11070",Can the Green Bond Market become a Mature Market?,Jennifer Kohn,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ECON 301 D 
4 cr 
CRN 10476","Intermediate Microeconomics
CLA-Quantitative",Yahya Madra,"09:00 AM - 10:15 AM TR
 08:30 AM - 11:30 AM R - Final Exam","BC 218
 BC 218 - Final Exam",27,25,2,0,"Pre-reqs: ECON 101 OR ECON 5X 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ECON 301 F 
4 cr 
CRN 10474","Intermediate Microeconomics
CLA-Quantitative",Yahya Madra,"10:25 AM - 11:40 AM TR
 12:30 PM - 03:30 PM T - Final Exam","BC 218
 BC 218 - Final Exam",28,30,-2,8,"Pre-reqs: ECON 101 OR ECON 5X 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ECON 302 H 
4 cr 
CRN 10454",Intermediate Macroeconomics,Giandomenico Sarolli,"11:50 AM - 01:05 PM TR
 12:30 PM - 03:30 PM R - Final Exam","BC 101
 BC 101 - Final Exam",23,27,-4,7,"Pre-reqs: ECON 102 OR ECON 6X 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ECON 303 G 
4 cr 
CRN 10450",Economic Statistics and Introductory Econometrics,Miao Chi,"11:50 AM - 01:05 PM MW
 12:30 PM - 03:30 PM W - Final Exam","BC 117
 BC 117 - Final Exam",20,23,-3,4,"Pre-reqs: (ECON 101 OR ECON 5X ) AND (ECON 102 OR ECON 6X ) AND (MATH 117 OR MATH 3X OR MATH 320 OR MATH 129X ) 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ECON 315 J 
4 cr 
CRN 10432","Political Economy of Race, Class, and Gender
CLA-Diversity US
CLA-Writing in the Major",Maliha Safri,"01:15 PM - 02:30 PM MW
 04:00 PM - 07:00 PM M - Final Exam","BC 204
 BC 204 - Final Exam",20,17,3,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: WGST 315 - J 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ECON 315 T 
4 cr 
CRN 10429","Political Economy of Race, Class, and Gender
CLA-Diversity US
CLA-Writing in the Major",Maliha Safri,"02:40 PM - 03:55 PM MW
 07:30 PM - 10:30 PM W - Final Exam","BC 204
 BC 204 - Final Exam",20,16,4,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: WGST 315 - T 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ECON 318 MS 
4 cr 
CRN 10423","Gender and Globalization
CLA-Diversity International
CLA-Writing Intensive",Jennifer Olmsted,"04:30 PM - 07:00 PM R
 07:30 PM - 10:30 PM T - Final Exam","BC 117
 - Final Exam",20,17,3,0,"Pre-reqs: (ECON 101 OR ECON 5X ) OR (WGST 101 OR WGST 12X ) 
Co-Reqs: 
Cross Listed: ARGS 845 - MS; WGST 318 - M 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ECON 320 R 
4 cr 
CRN 10419","Money, Banking and the Macroeconomy",Yahya Madra,"07:00 PM - 09:30 PM T
 12:30 PM - 03:30 PM F - Final Exam","BC 218
 BC 218 - Final Exam",25,20,5,0,"Pre-reqs: (ECON 302 OR ECON 103X ) 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ECON 321 R 
4 cr 
CRN 10416",Corporate Finance,David Anderson,"07:00 PM - 09:30 PM W
 04:00 PM - 07:00 PM F - Final Exam","BC 117
 BC 117 - Final Exam",25,32,-7,0,"Pre-reqs: ECON 301 OR ECON 102X 
Co-Reqs: 
Cross Listed: BST 321 - R 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ECON 340 F 
4 cr 
CRN 10722","Strategic Decision Making
CLA-Breadth/Interdisciplinary",Giandomenico Sarolli,"10:25 AM - 11:40 AM TR
 12:30 PM - 03:30 PM T - Final Exam","BC 117
 BC 117 - Final Exam",20,22,-2,0,"Pre-reqs: ECON 301 
Co-Reqs: 
Cross Listed: BST 340 - F 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ECON 410 X 
4 cr 
CRN 10940","The Challenges of Executing Cross-Border Merger & Acquisition Deals: a focus on the U.S. & France
CLA-Capstone
CLA-Writing Intensive",Bernard Smith,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ECON 410 X1 
4 cr 
CRN 10833","Specialized Honors I: Quntifying the Impact of News and Social Media Sentiment on the Stock Market
CLA-Capstone
CLA-Writing Intensive",Giandomenico Sarolli,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"EDUC 301 M 
4 cr 
CRN 10634",Introduction to Teaching All Learners,Amy Saks Pavese,04:30 PM - 07:00 PM T,BC 203,15,12,3,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: MATS 805 - M 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EDUC 303 L 
4 cr 
CRN 10633",Differentiation of Instruction for Special Populations,Eileen Flicker,04:30 PM - 07:00 PM M,LC 16,15,12,3,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: MATS 810 - L 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"ENGL 106 G 
4 cr 
CRN 10028","African American Literature
CLA-Breadth/Humanities
CLA-Diversity US
CLA-Writing Intensive",Hannah Wells,11:50 AM - 01:05 PM MW,BC 118,25,17,8,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ENGL 109 J 
4 cr 
CRN 10029","Introduction to Film Analysis
CLA-Breadth/Humanities
CLA-Breadth/Interdisciplinary",Shakti Jaising,01:15 PM - 02:30 PM MW,BC 120,25,24,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ENGL 110 Z 
4 cr 
CRN 10030",Introduction to Media Studies,Lisa Lynch,02:40 PM - 03:55 PM TR,BC 215,25,23,2,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ENGL 111 G 
4 cr 
CRN 10031","Introduction to Writing and Communication Studies
CLA-Breadth/Interdisciplinary
CLA-Writing Intensive",Sandra Jamieson,11:50 AM - 01:05 PM MW,BC 102,18,18,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ENGL 150 E 
4 cr 
CRN 10032","Literary Analysis: Literature and Justice
CLA-Breadth/Humanities",Shakti Jaising,10:25 AM - 11:40 AM MW,ARTS 105,25,20,5,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ENGL 150 K 
4 cr 
CRN 10033","Literary Analysis: Ghosts
CLA-Breadth/Humanities",Hannah Wells,01:15 PM - 02:30 PM TR,ARTS 106,25,24,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ENGL 206 J 
2 cr 
CRN 10034","Nature Writing
CLA-Breadth/Humanities
CLA-Diversity US
CLA-Writing Intensive",Summer Harrison,01:15 PM - 02:30 PM MW,ARTS 105,20,21,-1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: ESS 281 - J 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ENGL 206 J 
4 cr 
CRN 10034","Nature Writing
CLA-Breadth/Humanities
CLA-Diversity US
CLA-Writing Intensive",Summer Harrison,01:15 PM - 02:30 PM MW,ARTS 105,20,21,-1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: ESS 281 - J 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ENGL 210 T 
2 cr 
CRN 10035","Writing in the Discipline of English
CLA-Writing in the Major",Hannah Wells,02:40 PM - 03:55 PM MW,ARTS 105,15,16,-1,0,"Pre-reqs: ENGL 150 (MAY BE TAKEN CONCURRENTLY) OR ENGL 9X 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ENGL 210 T 
4 cr 
CRN 10035","Writing in the Discipline of English
CLA-Writing in the Major",Hannah Wells,02:40 PM - 03:55 PM MW,ARTS 105,15,16,-1,0,"Pre-reqs: ENGL 150 (MAY BE TAKEN CONCURRENTLY) OR ENGL 9X 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ENGL 215 KZ 
4 cr 
CRN 10036","Writing For and About Business
CLA-Writing Intensive",Julia Lichtblau,01:15 PM - 03:45 PM R,BC 20,15,8,7,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
