Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"CHEM 362 G 
4 cr 
CRN 30528","Chemical Biology
CLA-Breadth/Natural Science",Adam Cassano,11:50 AM - 12:55 PM MWF,HSC S142,20,20,0,0,"Pre-reqs: CHEM 360 OR CHEM 117X 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CHEM 395 T 
4 cr 
CRN 30532","Research in Chemistry
CLA-Writing in the Major",Sandra Keyser,02:40 PM - 03:55 PM MW,BC 216,12,4,8,0,"Pre-reqs: (CHEM 320 OR CHEM 106X ) OR (CHEM 106X ) OR CHEM 330 OR CHEM 360 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CHEM 400 H 
1 cr 
CRN 30533","Senior Seminar
CLA-Capstone",Alan Rosan,11:50 AM - 01:05 PM R,HSC S226,16,6,10,0,"Pre-reqs: CHEM 395 OR CHEM 129X 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CHEM 411 X 
4 cr 
CRN 30813",Specialized Honors II: Atmospheric Chemistry,Ryan Hinrichs,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"CHEM 411 X1 
4 cr 
CRN 30822",Specialized Honors II: Atmospheric Chemistry,Ryan Hinrichs,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"CHIN 102 G 
4 cr 
CRN 30090",Beginning Chinese II,Aifang Pan,11:50 AM - 12:55 PM MWF,BC 103,20,9,11,0,"Pre-reqs: CHIN 101 OR CHIN 1X 
Co-Reqs: CHIN 106 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CHIN 106 Q 
2 cr 
CRN 30091",Introduction to Chinese Characters II,Di Bai,07:00 PM - 08:30 PM T,BC 103,20,9,11,0,"Pre-reqs: 
Co-Reqs: CHIN 102 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CHIN 202 J 
4 cr 
CRN 30092",Intermediate Chinese II,Ping Li,01:15 PM - 02:20 PM MWF,BC 203,20,11,9,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CHIN 250 T 
4 cr 
CRN 30093","Topics in Chinese Culture: Youth Culture in Contemporary China
CLA-Breadth/Interdisciplinary
CLA-Diversity International",Di Bai,02:40 PM - 03:55 PM MW,BC 203,20,21,-1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CHIN 281 X 
4 cr 
CRN 30100","Intermediate Intensive Speaking Chinese
CLA-Foreign Language
CLA-Off Campus Experience",Di Bai,-,,10,0,10,0,"Pre-reqs: CHIN 102 OR CHIN 2X 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CHIN 282 X 
4 cr 
CRN 30101","Intensive Chinese: Listening and Understanding
CLA-Off Campus Experience",Di Bai,-,,10,0,10,0,"Pre-reqs: CHIN 102 OR CHIN 2X 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CHIN 300 X 
2 cr 
CRN 30949",The Chinese Culture,Di Bai,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: 1st Half Session 
Final Exam:"
"CHIN 311 E 
4 cr 
CRN 30102","Advanced Chinese Translation
CLA-Writing Intensive",Di Bai,10:25 AM - 11:30 AM MWF,BC 103,20,12,8,0,"Pre-reqs: CHIN 301 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CHIN 381 X 
4 cr 
CRN 30103","Advanced Intensive Speaking Chinese
CLA-Off Campus Experience",Di Bai,-,,10,0,10,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CHIN 382 X 
4 cr 
CRN 30104","Intensive Chinese: Listening and Understanding
CLA-Off Campus Experience",Di Bai,-,,10,0,10,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"CLAS 215 T 
4 cr 
CRN 30231","Classical Mythology
CLA-Breadth/Humanities",John Lenz,02:40 PM - 03:55 PM MW,BC 218,30,23,7,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CLAS 240 H 
4 cr 
CRN 30235",Archaeology of Greece and Rome,John Muccigrosso,11:50 AM - 01:05 PM TR,BC 218,35,15,20,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: ANTH 232 - H 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CLAS 275 Z1 
2 cr 
CRN 30656","Law and Trials in Ancient Society
CLA-Breadth/Humanities
CLA-Diversity International
CLA-Writing Intensive",John Lenz,02:40 PM - 03:55 PM TR,BC 218,30,22,8,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: 2nd Half Session 
Final Exam:"
"CLAS 411 X 
4 cr 
CRN 30856","Specialized Honors II: Ancient Roman Architecture and Urban Planning
CLA-Capstone",John Muccigrosso,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"CSCI 149 J 
4 cr 
CRN 30184","Introduction to Computer Science in JavaScript
CLA-Quantitative",Barry Burd,01:15 PM - 02:20 PM MWF,BC 216,30,21,9,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CSCI 150 T 
4 cr 
CRN 30185","Introduction to Computer Science in Python
CLA-Quantitative",Diane Liporace,02:40 PM - 03:45 PM MWF,BC 21,32,31,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CSCI 151 G 
4 cr 
CRN 30186","Object Oriented Programming in Java
CLA-Quantitative",Diane Liporace,11:50 AM - 12:55 PM MWF,HSC S4,30,30,0,0,"Pre-reqs: (CSCI 117 FOR LEVEL UG WITH MIN. GRADE OF C- OR CSCI 150 FOR LEVEL UG WITH MIN. GRADE OF C- OR CSCI 149 FOR LEVEL UG WITH MIN. GRADE OF C-) 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CSCI 151 G 
4 cr 
CRN 30186","Object Oriented Programming in Java
CLA-Quantitative",Diane Liporace,11:50 AM - 12:55 PM MWF,HSC S4,30,30,0,0,"Pre-reqs: (CSCI 117 FOR LEVEL UG WITH MIN. GRADE OF C- OR CSCI 150 FOR LEVEL UG WITH MIN. GRADE OF C- OR CSCI 149 FOR LEVEL UG WITH MIN. GRADE OF C-) 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CSCI 230 X 
4 cr 
CRN 30897",Data Structures,Emily Hill,-,,1,1,0,0,"Pre-reqs: CSCI 151 FOR LEVEL UG WITH MIN. GRADE OF C- OR CSCI 2X FOR LEVEL UG WITH MIN. GRADE OF C- 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"CSCI 290 LR 
4 cr 
CRN 30187",Introductory Topics in Computer Science: Foundations of Front End Web Development,Brian Zalewski,06:00 PM - 09:00 PM W,BC 21,35,30,5,0,"Pre-reqs: CSCI 150 FOR LEVEL UG WITH MIN. GRADE OF C- (MAY BE TAKEN CONCURRENTLY) OR CSCI 117 FOR LEVEL UG WITH MIN. GRADE OF C- OR CSCI 151 FOR LEVEL UG WITH MIN. GRADE OF C- OR CSCI 149 FOR LEVEL UG WITH MIN. GRADE OF C- OR CSCI 151 FOR LEVEL UG WITH MIN. GRADE OF C- 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CSCI 300 X 
1 cr 
CRN 30904",Image Up-scaling Enhancement,Minjoon Kouh,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"CSCI 300 X1 
1 cr 
CRN 30953",Computer Science - Mining Abbreviation Expansions in JavaDoc/Websites,Emily Hill,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CSCI 300 X2 
1 cr 
CRN 30956",Computer Science - Nature Language Processing,Emily Hill,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CSCI 300 X3 
1 cr 
CRN 30960",Computer Science - Automated Creation of Source Code Explanations for Novice Programmers 2,Emily Hill,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CSCI 300 X4 
1 cr 
CRN 30962",Computer Science - Dira Bubbles Research,Emily Hill,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CSCI 300 X5 
1 cr 
CRN 30963",Computer Science - Digital Humanities,Emily Hill,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CSCI 350 E 
4 cr 
CRN 30188",Comp. Networks & Security,Rebecca Mercuri,10:25 AM - 11:40 AM WF,BC 120,30,25,5,0,"Pre-reqs: CSCI 230 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CSCI 350 E 
4 cr 
CRN 30188",Net-Centric Computing,Rebecca Mercuri,10:25 AM - 11:40 AM WF,BC 120,30,25,5,0,"Pre-reqs: CSCI 230 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CSCI 350 L 
4 cr 
CRN 30783",Comp. Networks & Security,Rebecca Mercuri,04:00 PM - 05:15 PM MW,BC 21,20,16,4,0,"Pre-reqs: CSCI 230 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CSCI 350 L 
4 cr 
CRN 30783",Net-Centric Computing,Rebecca Mercuri,04:00 PM - 05:15 PM MW,BC 21,20,16,4,0,"Pre-reqs: CSCI 230 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CSCI 370 T 
4 cr 
CRN 30189",Algorithm Analysis & Computability,Barry Burd,02:40 PM - 03:45 PM MWF,BC 215,30,27,3,0,"Pre-reqs: CSCI 230 FOR LEVEL UG WITH MIN. GRADE OF C- 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CSCI 390 J 
4 cr 
CRN 30190",Advanced Topics in Computer Science: Digital Forensics,Rebecca Mercuri,01:15 PM - 02:30 PM MF,BC 204,25,23,2,0,"Pre-reqs: CSCI 151 
Co-Reqs: 
Cross Listed: CSCI 400 - J; CSCI 600 - J 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CSCI 390 J 
4 cr 
CRN 30190",Advanced Topics in Computer Science: Digital Forensics,Rebecca Mercuri,01:15 PM - 02:30 PM MF,BC 204,25,23,2,0,"Pre-reqs: CSCI 151 
Co-Reqs: 
Cross Listed: CSCI 400 - J; CSCI 600 - J 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CSCI 400 J 
4 cr 
CRN 30281","Computer Science Capstone: Digital Forensics
CLA-Capstone
CLA-Writing in the Major",Rebecca Mercuri,01:15 PM - 02:30 PM MF,BC 204,25,23,2,0,"Pre-reqs: CSCI 230 AND CSCI 340 
Co-Reqs: 
Cross Listed: CSCI 390 - J; CSCI 600 - J 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CSCI 411 X 
4 cr 
CRN 30823",Specialized Honors II: Automatic Munsell Color Detection in Mobile Applications,Emily Hill,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"CSCI 600 J 
3 cr 
CRN 30283","Software Engineering Studio
CLA-Capstone
CLA-Writing in the Major",Rebecca Mercuri,01:15 PM - 02:30 PM MF,BC 204,25,23,2,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: CSCI 390 - J; CSCI 400 - J 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"DANC 101 J 
2 cr 
CRN 30389","Beginning Movement Studies
CLA-Breadth/Arts",Kimani Fowlin,01:15 PM - 02:30 PM MW,SIMN DNCE,19,14,5,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"DANC 201 J 
2 cr 
CRN 30393","Intermediate Movement Studies
CLA-Breadth/Arts",Kimani Fowlin,01:15 PM - 02:30 PM MW,SIMN DNCE,14,2,12,0,"Pre-reqs: DANC 101 OR DANC 2X 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"DANC 300 X 
1 cr 
CRN 30934",Choreography,Kimani Fowlin,-,,1,1,0,0,"Pre-reqs: DANC 322 OR DANC 123X 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"DANC 322 TL 
4 cr 
CRN 30376","Choreography and Performance Studies
CLA-Breadth/Arts",Kimani Fowlin,03:30 PM - 06:30 PM M,SIMN DNCE,10,10,0,0,"Pre-reqs: DANC 101 OR DANC 220 
Co-Reqs: DANC 322L 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"DANC 322 X 
2 cr 
CRN 30988","Choreography and Performance Studies
CLA-Breadth/Arts",Kimani Fowlin,-,,1,1,0,0,"Pre-reqs: DANC 101 OR DANC 220 
Co-Reqs: DANC 322L 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"DANC 322L G 
0 cr 
CRN 30379",Choreography and Performance Lab,Kimani Fowlin,11:50 AM - 01:05 PM F,SIMN DNCE,10,10,0,0,"Pre-reqs: 
Co-Reqs: DANC 322 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"DATA 200 E 
4 cr 
CRN 30608","Data Science: Intro, Hist & Ca
CLA-Quantitative",Yi Lu,10:25 AM - 11:15 AM MWF,SEM 101,30,14,16,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"EAP 020 JT 
0 cr 
CRN 30351",Writing and Grammar 2,Anna MacLachlan,01:15 PM - 03:05 PM MWF,TIL 204,16,7,9,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: EAP 030 - JT 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 020 JT 
0 cr 
CRN 30351",Writing and Grammar 2,Anna MacLachlan,01:15 PM - 03:05 PM MWF,TIL 204,16,7,9,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: EAP 030 - JT 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 021 FH 
0 cr 
CRN 30361",Reading and Vocabulary 3,Keeley Thornton,10:25 AM - 12:05 PM TR,TIL 203,16,7,9,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: EAP 031 - FH 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 022 EG 
0 cr 
CRN 30364",Listening and Speaking 2,Mohamad Nikoui-Tehrani,10:25 AM - 12:05 PM MWF,TIL 204,16,8,8,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: EAP 032 - EG 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 030 JT 
0 cr 
CRN 30365",Writing and Grammar 3,Anna MacLachlan,01:15 PM - 03:05 PM MWF,TIL 204,16,7,9,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: EAP 020 - JT 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 030 JT 
0 cr 
CRN 30365",Writing and Grammar 3,Anna MacLachlan,01:15 PM - 03:05 PM MWF,TIL 204,16,7,9,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: EAP 020 - JT 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 031 FH 
0 cr 
CRN 30367",Reading and Vocabulary 3,Keeley Thornton,10:25 AM - 12:05 PM TR,TIL 203,16,7,9,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: EAP 021 - FH 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 032 EG 
0 cr 
CRN 30370",Listening and Speaking 3,Mohamad Nikoui-Tehrani,10:25 AM - 12:05 PM MWF,TIL 204,16,8,8,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: EAP 022 - EG 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 040 JT 
0 cr 
CRN 30378",Writing and Grammer 4,Keeley Thornton,01:15 PM - 03:05 PM MWF,TIL 203,16,11,5,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 040 JT 
0 cr 
CRN 30378",Writing and Grammer 4,Keeley Thornton,01:15 PM - 03:05 PM MWF,TIL 203,16,11,5,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 040 TL 
0 cr 
CRN 30890",Academic English 4,Maryna Sidykh,04:15 PM - 05:55 PM MW,TIL 203,16,15,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: EAP 101 - TL 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 040 TL 
0 cr 
CRN 30890",Writing & Grammar 4,Maryna Sidykh,04:15 PM - 05:55 PM MW,TIL 203,16,15,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: EAP 101 - TL 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 041 FH 
0 cr 
CRN 30391",Reading and Vocabulary 4,Mohamad Nikoui-Tehrani,10:25 AM - 12:05 PM TR,TIL 204,16,9,7,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 042 EG 
0 cr 
CRN 30394",English for Academic Purposes I: Listening/Speaking 4,Anna MacLachlan,10:25 AM - 12:05 PM MWF,TIL 203,16,12,4,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 050 KZ 
0 cr 
CRN 30607",Writing & Grammar 5,Keeley Thornton,03:15 PM - 04:55 PM TR,TIL 203,16,13,3,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: EAP 101 - ZM 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 052 AC 
0 cr 
CRN 30430",English for Academic Purposes I: Listening/Speaking 5,Mohamad Nikoui-Tehrani,08:30 AM - 10:15 AM MW,TIL 204,16,12,4,0,"Pre-reqs: EAP 042 FOR LEVEL UG WITH MIN. GRADE OF C 
Co-Reqs: 
Cross Listed: EAP 102 - AC 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 060 ZM 
0 cr 
CRN 30436",Writing & Grammar 6,Anna MacLachlan,03:15 PM - 04:55 PM TR,TIL 101,16,15,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: EAP 201 - ZM 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 062 BD 
0 cr 
CRN 30584",Listening & Speaking 6,Jennifer Ostrega,08:00 AM - 09:50 AM TR,TIL 101,16,20,-4,0,"Pre-reqs: EAP 052 FOR LEVEL UG WITH MIN. GRADE OF C 
Co-Reqs: 
Cross Listed: EAP 202 - BD 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 071 D 
0 cr 
CRN 30585",Special Topics I: Business English,Mohamad Nikoui-Tehrani,09:25 AM - 10:15 AM TR,TIL 204,16,7,9,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 071 KZ 
0 cr 
CRN 30586",Special Topics I: Field Study,Jennifer Ostrega,02:15 PM - 03:05 PM TR,TIL 204,16,7,9,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 072 K 
0 cr 
CRN 30587",Special Topics II: Acting Performance Workshop,Jennifer Ostrega,01:15 PM - 02:05 PM TR,TIL 203,16,13,3,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 072 LZ 
0 cr 
CRN 30588",Special Topics II: English through Video Presentation,Keeley Thornton,02:15 PM - 03:05 PM TR,TIL 203,16,14,2,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 101 TL 
4 cr 
CRN 30591",English for Academic Purposes I: Reading/Writing,Maryna Sidykh,04:15 PM - 05:55 PM MW,TIL 203,16,15,1,0,"Pre-reqs: EAP 040 FOR LEVEL UG WITH MIN. GRADE OF C 
Co-Reqs: 
Cross Listed: EAP 040 - TL 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 101 ZM 
4 cr 
CRN 30592",English for Academic Purposes I: Reading/Writing,Keeley Thornton,03:15 PM - 04:55 PM TR,TIL 203,16,13,3,0,"Pre-reqs: EAP 040 FOR LEVEL UG WITH MIN. GRADE OF C 
Co-Reqs: 
Cross Listed: EAP 050 - KZ 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 102 AC 
4 cr 
CRN 30593",English for Academic Purposes I: Listening/Speaking 5,Mohamad Nikoui-Tehrani,08:30 AM - 10:15 AM MW,TIL 204,16,12,4,0,"Pre-reqs: EAP 042 FOR LEVEL UG WITH MIN. GRADE OF C 
Co-Reqs: EAP 101 
Cross Listed: EAP 052 - AC 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 102 DF	 
4 cr 
CRN 30594",English for Academic Purposes I: Listening/Speaking,Jennifer Ostrega,10:00 AM - 11:40 AM TR,TIL 101,16,7,9,0,"Pre-reqs: EAP 042 FOR LEVEL UG WITH MIN. GRADE OF C 
Co-Reqs: EAP 101 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 201 AC 
4 cr 
CRN 30595",English for Academic Purposes II: Reading/Writing,Anna MacLachlan,08:30 AM - 10:15 AM MW,TIL 203,16,6,10,0,"Pre-reqs: EAP 101 FOR LEVEL UG WITH MIN. GRADE OF C- 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 201 KZ 
4 cr 
CRN 30645",English for Academic Purposes II: Reading/Writing,Mohamad Nikoui-Tehrani,01:15 PM - 02:55 PM TR,TIL 101,16,13,3,0,"Pre-reqs: EAP 101 FOR LEVEL UG WITH MIN. GRADE OF C- 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 201 ZM 
4 cr 
CRN 30596",English for Academic Purposes II: Reading/Writing,Anna MacLachlan,03:15 PM - 04:55 PM TR,TIL 101,16,15,1,0,"Pre-reqs: EAP 101 FOR LEVEL UG WITH MIN. GRADE OF C- 
Co-Reqs: 
Cross Listed: EAP 060 - ZM 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 202 BD 
4 cr 
CRN 30597",Public Speaking,Jennifer Ostrega,08:00 AM - 09:40 AM TR,TIL 101,16,20,-4,1,"Pre-reqs: EAP 102 FOR LEVEL UG WITH MIN. GRADE OF C- 
Co-Reqs: 
Cross Listed: EAP 062 - BD 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 202 TL 
4 cr 
CRN 30599",Public Speaking,Keeley Thornton,03:15 PM - 04:55 PM MW,TIL 101,16,14,2,0,"Pre-reqs: EAP 102 FOR LEVEL UG WITH MIN. GRADE OF C- 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"ECON 101 G 
4 cr 
CRN 30195","Economic Principles: Microeconomics
CLA-Breadth/Social Science
CLA-Quantitative",Maliha Safri,11:50 AM - 01:05 PM MW,BC 215,30,28,2,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ECON 101 Z 
4 cr 
CRN 30196","Economic Principles: Microeconomics
CLA-Breadth/Social Science
CLA-Quantitative",Chenyang Xu,02:40 PM - 03:55 PM TR,BC 201,30,30,0,2,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ECON 102 E 
4 cr 
CRN 30197","Economic Principles: Macroeconomics
CLA-Breadth/Social Science
CLA-Quantitative",Bernard Smith,10:25 AM - 11:40 AM MW,BC 201,30,30,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ECON 102 J 
4 cr 
CRN 30198","Economic Principles: Macroeconomics
CLA-Breadth/Social Science
CLA-Quantitative",Bernard Smith,01:15 PM - 02:30 PM MW,BC 117,30,30,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ECON 102 L 
4 cr 
CRN 30201","Economic Principles: Macroeconomics
CLA-Breadth/Social Science
CLA-Quantitative",Miao Chi,04:30 PM - 05:45 PM MW,BC 120,30,30,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ECON 102 T 
4 cr 
CRN 30205","Economic Principles: Macroecnomics
CLA-Breadth/Social Science
CLA-Quantitative",Miao Chi,02:40 PM - 03:55 PM MW,BC 120,30,26,4,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ECON 245 F 
4 cr 
CRN 30256","Environmental Economics
CLA-Breadth/Interdisciplinary",Chenyang Xu,10:25 AM - 11:40 AM TR,BC 118,30,28,2,0,"Pre-reqs: ECON 101 OR ECON 5X 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ECON 281 X 
8 cr 
CRN 30265","Wall Street and the Economy
CLA-Off Campus Experience",Marc Tomljanovich,09:00 AM - 05:00 PM TR,,20,20,0,0,"Pre-reqs: (ECON 101 OR ECON 5X ) AND (ECON 102 OR ECON 6X ) 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
