Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"CLAS 400 X 
4 cr 
CRN 30859","Research Project in Classics
CLA-Capstone",John Lenz,-,,5,1,4,0,"Pre-reqs: CLAS 310 FOR LEVEL UG WITH MIN. GRADE OF C- OR CLAS 128X FOR LEVEL UG WITH MIN. GRADE OF C- 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"CSCI 150 E 
4 cr 
CRN 30146","Introduction to Computer Science in Python
CLA-Quantitative",Steven Kass,"10:25 AM - 11:30 AM MWF
 12:30 PM - 03:30 PM F - Final Exam","BC 215
 BC 215 - Final Exam",35,18,17,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CSCI 150 G 
4 cr 
CRN 30144","Introduction to Computer Science in Python
CLA-Quantitative",Emily Hill,"11:50 AM - 12:55 PM MWF
 12:30 PM - 03:30 PM M - Final Exam","BC 21
 BC 21 - Final Exam",35,28,7,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CSCI 151 T 
4 cr 
CRN 30152","Object Oriented Programming in Java
CLA-Quantitative",Barry Burd,"02:40 PM - 03:45 PM MWF
 07:30 PM - 10:30 PM F - Final Exam","HSC S244
 HSC S244 - Final Exam",35,26,9,0,"Pre-reqs: (CSCI 117 FOR LEVEL UG WITH MIN. GRADE OF C- OR CSCI 150 FOR LEVEL UG WITH MIN. GRADE OF C-) 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CSCI 151 T 
4 cr 
CRN 30152","Object Oriented Programming in Java
CLA-Quantitative",Barry Burd,"02:40 PM - 03:45 PM MWF
 07:30 PM - 10:30 PM F - Final Exam","HSC S244
 HSC S244 - Final Exam",35,26,9,0,"Pre-reqs: (CSCI 117 FOR LEVEL UG WITH MIN. GRADE OF C- OR CSCI 150 FOR LEVEL UG WITH MIN. GRADE OF C-) 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CSCI 300 X 
1 cr 
CRN 30153",Independent Study: Computer Science,,-,,0,0,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"CSCI 300 X1 
1 cr 
CRN 30915",R Programming,Emily Hill,-,,2,2,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"CSCI 300 X2 
1 cr 
CRN 30938",JUnit Test Name Generation Project,Emily Hill,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"CSCI 300 X3 
1 cr 
CRN 30939",Algorithms Analysis and Computability,Barry Burd,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"CSCI 350 C 
4 cr 
CRN 30154",Computer Networks and Security,Michael Richichi,"09:00 AM - 10:15 AM MW
 08:30 AM - 11:30 AM M - Final Exam","BC 120
 BC 120 - Final Exam",30,17,13,0,"Pre-reqs: CSCI 230 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CSCI 350 C 
4 cr 
CRN 30154",Computer Networks and Security,Michael Richichi,"09:00 AM - 10:15 AM MW
 08:30 AM - 11:30 AM M - Final Exam","BC 120
 BC 120 - Final Exam",30,17,13,0,"Pre-reqs: CSCI 230 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CSCI 370 G 
4 cr 
CRN 30162",Algorithm Analysis and Computability,Barry Burd,"11:50 AM - 12:55 PM MWF
 12:30 PM - 03:30 PM M - Final Exam","BC 120
 BC 120 - Final Exam",30,20,10,0,"Pre-reqs: CSCI 230 FOR LEVEL UG WITH MIN. GRADE OF C- 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CSCI 390 E 
4 cr 
CRN 30164",Adv. Topics in Comp Science,Emily Hill,"10:25 AM - 11:30 AM MWF
 12:30 PM - 03:30 PM F - Final Exam","BC 21
 BC 21 - Final Exam",20,9,11,0,"Pre-reqs: CSCI 230 FOR LEVEL UG WITH MIN. GRADE OF C- (MAY BE TAKEN CONCURRENTLY) OR CSCI 340 FOR LEVEL UG WITH MIN. GRADE OF C- 
Co-Reqs: 
Cross Listed: CSCI 400 - E 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CSCI 390 E 
4 cr 
CRN 30164",Topics in Computer Science,Emily Hill,"10:25 AM - 11:30 AM MWF
 12:30 PM - 03:30 PM F - Final Exam","BC 21
 BC 21 - Final Exam",20,9,11,0,"Pre-reqs: CSCI 230 FOR LEVEL UG WITH MIN. GRADE OF C- (MAY BE TAKEN CONCURRENTLY) OR CSCI 340 FOR LEVEL UG WITH MIN. GRADE OF C- 
Co-Reqs: 
Cross Listed: CSCI 400 - E 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CSCI 400 E 
4 cr 
CRN 30166","Applications of Computing to Other Disciplines
CLA-Capstone
CLA-Writing in the Major",Emily Hill,"10:25 AM - 11:30 AM MWF
 12:30 PM - 03:30 PM F - Final Exam","BC 21
 BC 21 - Final Exam",20,9,11,0,"Pre-reqs: CSCI 230 AND CSCI 340 
Co-Reqs: 
Cross Listed: CSCI 390 - E 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"CSCI 411 X 
4 cr 
CRN 30777","Specialized Honors II: Automatic Summarization of Source Code for Novice Programmers
CLA-Capstone
CLA-Writing Intensive",Emily Hill,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"DANC 101 H 
2 cr 
CRN 30326","Beginning Movement Studies
CLA-Breadth/Arts","Kimani Fowlin
 Rosemary McLaughlin","11:50 AM - 01:05 PM MW
 12:30 PM - 03:30 PM T - Final Exam","SIMN DDNC
 SIMN DDNC - Final Exam",15,17,-2,1,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"DANC 201 K 
2 cr 
CRN 30327","Intermediate Movement Studies
CLA-Breadth/Arts","Kimani Fowlin
 Rosemary McLaughlin","01:15 PM - 02:30 PM MW
 04:00 PM - 07:00 PM R - Final Exam","SIMN DDNC
 SIMN DDNC - Final Exam",10,8,2,0,"Pre-reqs: DANC 101 OR DANC 2X 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"DANC 250 E 
4 cr 
CRN 30331","Special Topics in Dance: Urban Spaces, Urban Places
CLA-Civic Engagement OLD
CLA-Off Campus Experience","Kyle deCamp
 Kimani Fowlin
 Rosemary McLaughlin","10:25 AM - 12:25 PM MW
 12:30 PM - 03:30 PM F - Final Exam","SEM 214
 SEM 214 - Final Exam",14,7,7,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: DANC 350 - E; SOC 290 - E; SOC 390 - E 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"DANC 300 X 
1 cr 
CRN 30335",Ind. Study: Dance,"Kimani Fowlin
 Rosemary McLaughlin",-,,4,0,4,0,"Pre-reqs: DANC 322 OR DANC 123X 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"DANC 322 L 
2 cr 
CRN 30336","Choreography and Performance Studies
CLA-Breadth/Arts","Kimani Fowlin
 Rosemary McLaughlin","03:30 PM - 06:30 PM M
 07:30 PM - 10:30 PM M - Final Exam","SIMN DNCE
 SIMN DNCE - Final Exam",16,8,8,0,"Pre-reqs: DANC 101 OR DANC 220 
Co-Reqs: DANC 322L 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"DANC 322 L 
4 cr 
CRN 30336","Choreography and Performance Studies
CLA-Breadth/Arts","Kimani Fowlin
 Rosemary McLaughlin","03:30 PM - 06:30 PM M
 07:30 PM - 10:30 PM M - Final Exam","SIMN DNCE
 SIMN DNCE - Final Exam",16,8,8,0,"Pre-reqs: DANC 101 OR DANC 220 
Co-Reqs: DANC 322L 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"DANC 322L X 
0 cr 
CRN 30751",Choreography and Performance L,Kimani Fowlin,02:40 PM - 04:40 PM W,SIMN DDNC,16,8,8,0,"Pre-reqs: 
Co-Reqs: DANC 322 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"DANC 350 E 
4 cr 
CRN 30332","Special Topics in Dance: Urban Spaces, Urban Places
CLA-Civic Engagement OLD
CLA-Off Campus Experience","Kyle deCamp
 Kimani Fowlin
 Rosemary McLaughlin","10:25 AM - 12:25 PM MW
 12:30 PM - 03:30 PM F - Final Exam","SEM 214
 SEM 214 - Final Exam",14,7,7,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: DANC 250 - E; SOC 290 - E; SOC 390 - E 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"DANC 350 J 
2 cr 
CRN 30333",Special Topics in Dance: Ballet,"Kristi Azaroff
 Kimani Fowlin
 Rosemary McLaughlin","03:00 PM - 06:30 PM R
 08:30 AM - 11:30 AM W - Final Exam","SIMN DNCE
 SIMN DNCE - Final Exam",16,8,8,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"DANC 350 M 
2 cr 
CRN 30334",Special Topics in Dance: Tap,"Kimani Fowlin
 Rosemary McLaughlin","04:00 PM - 06:00 PM T
 04:00 PM - 07:00 PM T - Final Exam","SIMN DDNC
 SIMN DDNC - Final Exam",20,21,-1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"DSEM 100 C 
4 cr 
CRN 30481","Drew Seminar: From Plato's Allegory of the Cave to the Matrix
College Seminar Requirement",Seung-Kee Lee,"02:40 PM - 03:55 PM MW
 08:30 AM - 11:30 AM M - Final Exam","BC 20
 BC 18 - Final Exam",15,14,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam: Y"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"EAP 020 A 
0 cr 
CRN 30376",Academic English Writing and Grammar II,Robert Maclachlan,10:00 AM - 11:50 AM MWF,COM 207,16,11,5,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: EAP 030 - A 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 020 A 
0 cr 
CRN 30376",Academic English Writing and Grammar II,Robert Maclachlan,10:00 AM - 11:50 AM MWF,COM 207,16,11,5,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: EAP 030 - A 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 021 A 
0 cr 
CRN 30377",Academic English Writing and Grammar II,Keeley Thornton,03:00 PM - 04:50 PM TR,COM 211,16,12,4,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: EAP 031 - A 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 022 A 
0 cr 
CRN 30378",Academic English Listening and Speaking II,Anna MacLachlan,01:00 PM - 02:20 PM MTRF,COM 211,16,11,5,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: EAP 032 - A 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 030 A 
0 cr 
CRN 30379",Academic English Writing and Grammar III,Robert Maclachlan,10:00 AM - 11:50 AM MWF,COM 207,16,11,5,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: EAP 020 - A 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"EAP 030 A 
0 cr 
CRN 30379",Academic English Writing and Grammar III,Robert Maclachlan,10:00 AM - 11:50 AM MWF,COM 207,16,11,5,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: EAP 020 - A 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"EAP 031 A 
0 cr 
CRN 30380",Academic English Reading and Vocabulary III,Keeley Thornton,03:00 PM - 04:50 PM TR,COM 211,16,12,4,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: EAP 021 - A 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 032 A 
0 cr 
CRN 30381",Academic English Listening and Speaking III,Anna MacLachlan,01:00 PM - 02:20 PM MTRF,COM 211,16,11,5,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: EAP 022 - A 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 040 A 
0 cr 
CRN 30382",Academic English Writing and Grammar IV,Anna MacLachlan,10:00 AM - 11:50 AM MWF,COM 211,15,14,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 040 A 
0 cr 
CRN 30382",Academic English Writing and Grammar IV,Anna MacLachlan,10:00 AM - 11:50 AM MWF,COM 211,15,14,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 041 A 
0 cr 
CRN 30383",Academic English Reading and Vocabulary IV,Robert Maclachlan,10:00 AM - 11:50 AM TR,MLH 114,15,12,3,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 042 A 
0 cr 
CRN 30384",Academic English Listening and Speaking IV,Keeley Thornton,01:00 PM - 02:20 PM MTRF,MLH 114,15,13,2,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 072 A 
0 cr 
CRN 30387",Academic English Special Topics II: Virtual Worlds,Keeley Thornton,03:00 PM - 03:50 PM MW,COM 211,15,13,2,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 072 B 
0 cr 
CRN 30388",Academic English Special Topics II: English through Literature,Robert Maclachlan,09:00 AM - 09:50 AM MW,COM 207,15,8,7,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 072 C 
0 cr 
CRN 30389",Academic English Special Topics II: Business English,Anna MacLachlan,04:00 PM - 04:50 PM MW,COM 207,15,15,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 072 D 
0 cr 
CRN 30390",Performance Lab,Jennifer Ostrega,01:00 PM - 02:50 PM W,COM 211,15,14,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 101 A 
4 cr 
CRN 30391",English for Academic Purposes: Reading and Writing I,Robert Maclachlan,08:00 AM - 09:50 AM TR,MLH 114,15,19,-4,0,"Pre-reqs: EAP 040 FOR LEVEL UG WITH MIN. GRADE OF C 
Co-Reqs: EAP 102 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 102 B 
4 cr 
CRN 30394",English for Academic Purposes: Listening and Speaking I,Jennifer Ostrega,10:00 AM - 11:50 AM TR,MLH 116,15,13,2,0,"Pre-reqs: EAP 042 FOR LEVEL UG WITH MIN. GRADE OF C 
Co-Reqs: EAP 101 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 201 A 
4 cr 
CRN 30395",English for Academic Purposes: Reading and Writing II,Susan Beddes,10:00 AM - 11:50 AM TR,COM 211,15,14,1,0,"Pre-reqs: EAP 101 FOR LEVEL UG WITH MIN. GRADE OF C- 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 201 B 
4 cr 
CRN 30396",English for Academic Purposes: Reading and Writing II,Anna MacLachlan,03:00 PM - 04:50 PM TR,MLH 114,15,12,3,0,"Pre-reqs: EAP 101 FOR LEVEL UG WITH MIN. GRADE OF C- 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 202 A 
4 cr 
CRN 30397",English for Academic Purposes: Public Speaking,Jennifer Ostrega,08:00 AM - 09:50 AM TR,MLH 116,15,11,4,0,"Pre-reqs: EAP 102 FOR LEVEL UG WITH MIN. GRADE OF C- 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"EAP 202 B 
4 cr 
CRN 30398",English for Academic Purposes: Public Speaking,Keeley Thornton,04:30 PM - 06:20 PM MW,COM 211,15,16,-1,0,"Pre-reqs: EAP 102 FOR LEVEL UG WITH MIN. GRADE OF C- 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"ECON 101 C 
4 cr 
CRN 30029","Economic Principles: Microeconomics
CLA-Breadth/Social Science
CLA-Quantitative",Marc Tomljanovich,"09:00 AM - 10:15 AM MW
 08:30 AM - 11:30 AM M - Final Exam","SEM 101
 SEM 101 - Final Exam",55,43,12,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam: Y"
"ECON 102 E 
4 cr 
CRN 30033","Economic Principles: Macroeconomics
CLA-Breadth/Social Science
CLA-Quantitative",Bernard Smith,"10:25 AM - 11:30 AM MWF
 12:30 PM - 03:30 PM F - Final Exam","BC 204
 BC 204 - Final Exam",30,29,1,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam: Y"
"ECON 102 G 
4 cr 
CRN 30034","Economic Principles: Macroeconomics
CLA-Breadth/Social Science
CLA-Quantitative",Bernard Smith,"11:50 AM - 12:55 PM MWF
 12:30 PM - 03:30 PM M - Final Exam","BC 204
 BC 204 - Final Exam",30,30,0,1,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam: Y"
"ECON 102 J 
4 cr 
CRN 30031","Economic Principles: Macroeconomics
CLA-Breadth/Social Science
CLA-Quantitative",Miao Chi,"01:15 PM - 02:30 PM MW
 04:00 PM - 07:00 PM F - Final Exam","BC 117
 BC 117 - Final Exam",30,29,1,5,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam: Y"
"ECON 102 T 
4 cr 
CRN 30032","Economic Principles: Macroeconomics
CLA-Breadth/Social Science
CLA-Quantitative",Miao Chi,"02:40 PM - 03:55 PM MW
 07:30 PM - 10:30 PM F - Final Exam","BC 117
 BC 117 - Final Exam",30,30,0,2,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam: Y"
"ECON 238 G 
4 cr 
CRN 30035",Economics of Labor and Trade Unions,Miao Chi,"11:50 AM - 01:05 PM MW
 12:30 PM - 03:30 PM M - Final Exam","BC 117
 BC 117 - Final Exam",25,27,-2,2,"Pre-reqs: ECON 101 OR ECON 5X 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam: Y"
"ECON 247 J 
4 cr 
CRN 30036",Economics of Business and Sustainability,Fred Curtis,"01:15 PM - 02:20 PM MWF
 04:00 PM - 07:00 PM F - Final Exam","BC 204
 BC 204 - Final Exam",25,20,5,0,"Pre-reqs: ECON 101 OR ECON 5X 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam: Y"
"ECON 281 DM 
4 cr 
CRN 30041","Wall Street and the Economy
CLA-Off Campus Experience",Marc Tomljanovich,09:00 AM - 05:00 PM TR,,20,20,0,0,"Pre-reqs: (ECON 101 OR ECON 5X ) AND (ECON 102 OR ECON 6X ) 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam: Y"
"ECON 281 DM 
8 cr 
CRN 30041","Wall Street and the Economy
CLA-Off Campus Experience",Marc Tomljanovich,09:00 AM - 05:00 PM TR,,20,20,0,0,"Pre-reqs: (ECON 101 OR ECON 5X ) AND (ECON 102 OR ECON 6X ) 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam: Y"
"ECON 300 X 
1 cr 
CRN 30909",Ind. Study: Economics,Marc Tomljanovich,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ECON 300 X 
2 cr 
CRN 30909",Ind. Study: Economics,Marc Tomljanovich,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ECON 300 X1 
1 cr 
CRN 30918",Web Application: Risk Tolerance Research,Giandomenico Sarolli,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ECON 300 X1 
2 cr 
CRN 30918",Web Application: Risk Tolerance Research,Giandomenico Sarolli,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ECON 300 X2 
1 cr 
CRN 30919",Integration of CSCI in ECON Research,Giandomenico Sarolli,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ECON 300 X2 
2 cr 
CRN 30919",Integration of CSCI in ECON Research,Giandomenico Sarolli,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ECON 300 X3 
1 cr 
CRN 30920",Quantitative Research,Marc Tomljanovich,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ECON 300 X3 
2 cr 
CRN 30920",Quantitative Research,Marc Tomljanovich,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ECON 300 X4 
3 cr 
CRN 30952",Ireland's Dominance of Globalization,Jennifer Olmsted,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ECON 300 X5 
1 cr 
CRN 30987",Ind. Study: Economics,Marc Tomljanovich,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ECON 300 X5 
2 cr 
CRN 30987",Ind. Study: Economics,Marc Tomljanovich,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"ECON 301 C 
4 cr 
CRN 30045","Intermediate Microeconomic Theory
CLA-Quantitative",Jennifer Kohn,"09:10 AM - 10:15 AM MWF
 08:30 AM - 11:30 AM M - Final Exam","BC 117
 BC 117 - Final Exam",25,31,-6,0,"Pre-reqs: ECON 101 OR ECON 5X 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam: Y"
"ECON 301 Z 
4 cr 
CRN 30043","Intermediate Microeconomic Theory
CLA-Quantitative",Jennifer Olmsted,"02:40 PM - 03:55 PM TR
 07:30 PM - 10:30 PM R - Final Exam","BC 117
 BC 117 - Final Exam",25,25,0,0,"Pre-reqs: ECON 101 OR ECON 5X 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam: Y"
"ECON 302 C 
4 cr 
CRN 30047",Intermediate Macroeconomic Analysis,Giandomenico Sarolli,"09:10 AM - 10:15 AM MW
 08:30 AM - 11:30 AM M - Final Exam","BC 218
 LC 28 - Final Exam",25,25,0,0,"Pre-reqs: ECON 102 OR ECON 6X 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam: Y"
"ECON 302 E 
4 cr 
CRN 30048",Intermediate Macroeconomic Analysis,Giandomenico Sarolli,"10:25 AM - 11:40 AM MW
 08:30 AM - 11:30 AM M - Final Exam","BC 218
 LC 28 - Final Exam",25,28,-3,0,"Pre-reqs: ECON 102 OR ECON 6X 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam: Y"
"ECON 314 F 
4 cr 
CRN 30050","American Economic Development
CLA-Writing in the Major",Bernard Smith,"10:25 AM - 11:40 AM TR
 12:30 PM - 03:30 PM R - Final Exam","BC 117
 BC 117 - Final Exam",21,21,0,2,"Pre-reqs: (ECON 301 OR ECON 102X ) AND (ECON 302 OR ECON 103X ) 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam: Y"
"ECON 320 J 
4 cr 
CRN 30052","Money, Banking and the Macroeconomy",Giandomenico Sarolli,"01:15 PM - 02:30 PM MW
 12:30 PM - 03:30 PM M - Final Exam","HSC S139
 HSC S139 - Final Exam",20,22,-2,2,"Pre-reqs: (ECON 302 OR ECON 103X ) 
Co-Reqs: 
Cross Listed: 
Approval Type: 
Part of Term: Full Term 
Final Exam: Y"
"ECON 321 R 
4 cr 
CRN 30054",Corporate Finance,David Anderson,"07:00 PM - 09:30 PM W
 12:30 PM - 03:30 PM W - Final Exam","BC 117
 BC 117 - Final Exam",25,29,-4,1,"Pre-reqs: ECON 301 OR ECON 102X 
Co-Reqs: 
Cross Listed: BST 321 - R 
Approval Type: 
Part of Term: Full Term 
Final Exam: Y"
"ECON 350 M 
4 cr 
CRN 30672","Selected Topics in Economics: International Organizations and Economic Development
CLA-Diversity International
CLA-Writing Intensive
CLA-Writing in the Major",Jennifer Olmsted,"04:30 PM - 07:00 PM T
 04:00 PM - 07:00 PM T - Final Exam","BC 215
 BC 215 - Final Exam",20,17,3,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: PSCI 360 - M 
Approval Type: 
Part of Term: Full Term 
Final Exam:"
"ECON 411 X 
4 cr 
CRN 30760","Specialized Honors II: Conditional Volatility in Financial Markets
CLA-Capstone
CLA-Writing Intensive",Marc Tomljanovich,-,,1,1,0,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
Course,Title & Requirements Met,Instructors,Meeting Times,Room,Max,Current,Avail,Waitlist,Other Attributes
"EDUC 302 N 
4 cr 
CRN 30829",The Developing Learner,Michele DePascale,04:30 PM - 07:00 PM W,BC 118,14,7,7,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: MAT 801 - N 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
"EDUC 304 M 
4 cr 
CRN 30830",Design for Instruction and Assessment,Linda Swerdlow,"04:30 PM - 06:00 PM T
 04:00 PM - 07:00 PM T - Final Exam","BC 117
 BC 117 - Final Exam",14,4,10,0,"Pre-reqs: 
Co-Reqs: 
Cross Listed: MAT 808 - M 
Approval Type: IA 
Part of Term: Full Term 
Final Exam:"
